Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,37.84895401366024,37.84895401366024,37.12097323352485,37.71189880371094,67382000,0.0,0.0
2016-01-05 00:00:00-05:00,37.94330313035573,38.196553689710015,37.52369658767788,37.81568145751953,45216000,0.0,0.0
2016-01-06 00:00:00-05:00,37.261503040571064,38.024240069232874,37.143814997008135,37.7064323425293,48206000,0.0,0.0
2016-01-07 00:00:00-05:00,37.068832739222394,37.50681003335199,36.51217100503227,36.79621124267578,63132000,0.0,0.0
2016-01-08 00:00:00-05:00,37.13388281297863,37.24908934965582,36.196348846314635,36.295169830322266,47506000,0.0,0.0
2016-01-11 00:00:00-05:00,36.346811508868235,36.5022412611579,35.731555795117536,36.402427673339844,50896000,0.0,0.0
2016-01-12 00:00:00-05:00,36.78379859297366,37.160700423103876,36.569278546257976,37.01172637939453,46816000,0.0,0.0
2016-01-13 00:00:00-05:00,37.21035846781994,37.39210741363159,35.59351154133958,35.7320556640625,51728000,0.0,0.0
2016-01-14 00:00:00-05:00,35.97388453630851,36.74109211114066,35.0085424778138,36.31900405883789,55558000,0.0,0.0
2016-01-15 00:00:00-05:00,35.25633199421464,35.959978744079436,34.8352365670023,35.28116226196289,76676000,0.0,0.0
2016-01-19 00:00:00-05:00,35.76085254820308,36.019073700317456,35.24938084392699,35.70771789550781,48724000,0.0,0.0
2016-01-20 00:00:00-05:00,35.053232766036366,36.098524967082625,34.15344048699709,35.68190002441406,82440000,0.0,0.0
2016-01-21 00:00:00-05:00,35.76184686810186,36.63085326248508,35.311950722300196,36.08462142944336,51938000,0.0,0.0
2016-01-22 00:00:00-05:00,36.845869624498604,37.17162578840112,36.77138639294013,37.01768493652344,47146000,0.0,0.0
2016-01-25 00:00:00-05:00,36.93724608320619,37.365293606039295,36.37412854794615,36.429744720458984,45340000,0.0,0.0
2016-01-26 00:00:00-05:00,36.50869943427893,36.71974157666362,36.099519009790704,36.43818283081055,30940000,0.0,0.0
2016-01-27 00:00:00-05:00,36.54246174401157,36.54246174401157,35.42814942470338,35.633235931396484,42428000,0.0,0.0
2016-01-28 00:00:00-05:00,36.65667233536329,37.300728695773635,36.27977055325116,37.15871047973633,62104000,0.0,0.0
2016-01-29 00:00:00-05:00,37.19148790452058,37.99345557342639,36.955115415583435,37.80674362182617,75808000,0.0,0.0
2016-02-01 00:00:00-05:00,38.29885105366396,38.61318469966122,37.80823536801029,38.27452087402344,111522000,0.0,0.0
2016-02-02 00:00:00-05:00,39.75083994912433,40.23996674636577,38.762652730624204,38.77804946899414,135846000,0.0,0.0
2016-02-03 00:00:00-05:00,39.04470859580303,39.300444485273445,36.56084033521269,37.21234893798828,131114000,0.0,0.0
2016-02-04 00:00:00-05:00,36.974486480476955,37.00676507544592,35.882519040087296,36.25147247314453,104922000,0.0,0.0
2016-02-05 00:00:00-05:00,36.026524106840924,36.087103297267916,34.76720813944007,34.94696807861328,109556000,0.0,0.0
2016-02-08 00:00:00-05:00,34.14847044225255,34.984705639341364,33.866911734274126,34.966827392578125,89410000,0.0,0.0
2016-02-09 00:00:00-05:00,34.410169755219066,35.80107781699309,34.18919399297734,34.81090545654297,84300000,0.0,0.0
2016-02-10 00:00:00-05:00,35.34571636123315,35.91330052924105,35.027908628245726,35.100406646728516,60314000,0.0,0.0
2016-02-11 00:00:00-05:00,34.578508846103134,35.37203557487768,34.322772994882385,35.07607650756836,65004000,0.0,0.0
2016-02-12 00:00:00-05:00,35.36657087067208,35.55477171766775,34.838709851026636,35.102394104003906,46538000,0.0,0.0
2016-02-16 00:00:00-05:00,35.6863682642383,35.896421591127094,35.26576909670817,35.63621520996094,43444000,0.0,0.0
2016-02-17 00:00:00-05:00,36.10101018168569,36.43669620985508,35.58507168640673,36.347808837890625,49154000,0.0,0.0
2016-02-18 00:00:00-05:00,36.44662502439739,36.54792373030287,35.53242863985796,35.629756927490234,47276000,0.0,0.0
2016-02-19 00:00:00-05:00,35.54981057768238,35.95352790308859,35.41176275666596,35.858184814453125,34918000,0.0,0.0
2016-02-22 00:00:00-05:00,36.22564201931915,36.490815167800015,35.92471995553154,36.20280075073242,37516000,0.0,0.0
2016-02-23 00:00:00-05:00,36.05631256507559,36.29466645347346,35.538385182059145,35.61882781982422,41332000,0.0,0.0
2016-02-24 00:00:00-05:00,35.28712027913558,35.81398874252974,34.860565498067686,35.798095703125,37092000,0.0,0.0
2016-02-25 00:00:00-05:00,35.898898175305,36.22564311959017,35.417219791440246,36.20627975463867,36146000,0.0,0.0
