Date,Open,High,Low,Close,Volume,Symbol
2016-01-04,23.776174545288086,23.780689258914776,23.02012186753966,23.157791361555017,270597600,AAPL
2016-01-05,23.18036651611328,23.889025238352783,23.112661288720396,23.86645682922182,223164000,AAPL
2016-01-06,22.726734161376953,23.103633654694068,22.539414815316697,22.695138044120558,273829600,AAPL
2016-01-07,21.767566680908203,22.598097054814414,21.76305368686865,22.270850748369085,324377600,AAPL
2016-01-08,21.882659912109375,22.367888384113957,21.83752310060806,22.241503934423086,283192000,AAPL
2016-01-11,22.236995697021484,22.3566098320125,21.96842694134465,22.3362987774787,198957600,AAPL
2016-01-12,22.559720993041992,22.724473616163657,22.306950387742376,22.692877505733563,196616800,AAPL
2016-01-13,21.97970199584961,22.837315048364253,21.95939095056826,22.640966334684354,249758400,AAPL
2016-01-14,22.460426330566406,22.67708791417756,21.60732758683827,22.108354270452452,252680400,AAPL
2016-01-15,21.9210262298584,22.051925392953642,21.521560112936886,21.711136786226017,319335600,AAPL
2016-01-19,21.814964294433594,22.264082137382204,21.55316585131758,22.209917595373966,212350800,AAPL
2016-01-20,21.84429359436035,22.160256442532464,21.08372609034322,21.462881163777954,289337600,AAPL
2016-01-21,21.733707427978516,22.09029237739257,21.426772283320556,21.905228692101065,208646000,AAPL
2016-01-22,22.88922882080078,22.898256528600793,22.200882889177166,22.259560407088433,263202000,AAPL
2016-01-25,22.442367553710938,22.914053644311036,22.39045866646073,22.91179628698908,207178000,AAPL
2016-01-26,22.566490173339844,22.76735188861004,22.133170634005857,22.55294947581653,300308000,AAPL
2016-01-27,21.083728790283203,21.808185560146175,21.065673374507742,21.675030742985395,533478800,AAPL
2016-01-28,21.234935760498047,21.331981453056176,20.851267704445334,21.16723054453172,222715200,AAPL
2016-01-29,21.968421936035156,21.968421936035156,21.29361674669528,21.39291980452718,257666000,AAPL
2016-02-01,21.763046264648438,21.826238490808326,21.53058840904926,21.77207397150828,163774000,AAPL
2016-02-02,21.32295799255371,21.675029978460767,21.277819454707192,21.535103093925297,149428800,AAPL
2016-02-03,21.744985580444336,21.85557194942055,21.232675823798164,21.440307865672292,183857200,AAPL
2016-02-04,21.91971778869629,22.085364453515567,21.599772492542165,21.751803248382796,185886800,AAPL
2016-02-05,21.334280014038086,21.99232560862704,21.259400318732908,21.9015604005454,185672400,AAPL
2016-02-08,21.55891990661621,21.715488084215153,21.111902776017924,21.132324034799613,216085600,AAPL
2016-02-09,21.554384231567383,21.76995180866636,21.313857911151835,21.39554642208585,177324800,AAPL
2016-02-10,21.391006469726562,21.86298413186225,21.352431821787203,21.765411843355377,169374400,AAPL
2016-02-11,21.26166343688965,21.493114752274785,21.009790863136274,21.28208642645985,200298800,AAPL
2016-02-12,21.327472686767578,21.44319836905149,21.105099747228497,21.37285615589967,161405600,AAPL
2016-02-16,21.92879295349121,21.976444303583385,21.468161504730986,21.561194598376883,196231600,AAPL
2016-02-17,22.264625549316406,22.285046816212613,21.81760824109299,21.9356018226329,179452800,AAPL
2016-02-18,21.842561721801758,22.439339989629463,21.80398534468879,22.427993690854684,156084000,AAPL
2016-02-19,21.792638778686523,21.956015771329387,21.73818035820623,21.78356208673948,141496800,AAPL
2016-02-22,21.98324966430664,21.987788877026798,21.76541419620413,21.8539098010207,137123200,AAPL
2016-02-23,21.486309051513672,21.897019431952153,21.45454149342462,21.874328566345984,127770400,AAPL
2016-02-24,21.806259155273438,21.86979428577765,21.17544360069238,21.32520646362585,145022800,AAPL
2016-02-25,21.95602035522461,21.95602035522461,21.613382520297414,21.794912934733603,110330800,AAPL
2016-02-26,21.990053176879883,22.241924023591572,21.915171765888896,22.0558561646213,115964400,AAPL
