Date,Symbol,Open,High,Low,Close,Volume,Return,Hl_pct,Co_pct,Close_ma_3,Close_ma_5,Close_ma_10,Close_ma_20,Close_ma_50,Ma20,Ma50,Ma20_slope,Ma50_slope,Ma_cross_dist,Rsi,Atr_14,Bb_width,Stoch_k,Stoch_d,Close_lag_1,Return_lag_1,Volume_lag_1,Close_lag_2,Return_lag_2,Volume_lag_2,Close_lag_3,Return_lag_3,Volume_lag_3,Close_lag_4,Return_lag_4,Volume_lag_4,Close_lag_5,Return_lag_5,Volume_lag_5,Close_lag_10,Return_lag_10,Volume_lag_10,Candle_body_pct,Upper_wick_pct,Lower_wick_pct,Is_doji,Is_hammer,Is_inverted_hammer,Volume_ma5,Volume_ma20,Volume_rank_20,Vol_regime,Next_return,Next_direction,Signal_heuristic
2016-06-01,GOOG,36.47687967399784,36.60996778458501,36.28469433481335,36.4580078125,25072000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,-0.0051078511303672,0,0
2016-06-02,GOOG,36.3760716301323,36.401895886402365,35.9624023560223,36.271785736083984,26836000,-0.0051078511303672,0.008921865710395,-0.0005173650176907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0580184503564332,0.4091576200904038,0.5328239295531628,1,1,0,0.0,0.0,0.0,0,-0.0110351539596805,0,0
2016-06-03,GOOG,36.21566630320272,36.22658932589706,35.783125213061595,35.87152099609375,24526000,-0.0110351539596805,0.0121166775073564,-0.0028668816992852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.271785736083984,-0.0051078511303672,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372865283321314,0.0587591272338659,0.7039543444340025,0,1,0,0.0,0.0,0.0,0,-0.008015522724295,0,0
2016-06-06,GOOG,35.999150272449384,35.999150272449384,35.48765115931807,35.58399200439453,31306000,-0.008015522724295,0.0123625678678011,-0.0095026639639247,36.20043818155924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.87152099609375,-0.0110351539596805,24526000.0,36.271785736083984,-0.0051078511303672,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7760386853144372,0.0246311310840954,0.1993301836014673,0,0,0,0.0,0.0,0.0,0,0.000139470612009,1,0
2016-06-07,GOOG,35.747370960769395,35.853642159760845,35.58398784856902,35.58895492553711,26724000,0.000139470612009,0.0143744162562802,-0.0115324463192282,35.90909957885742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.58399200439453,-0.008015522724295,31306000.0,35.87152099609375,-0.0110351539596805,24526000.0,36.271785736083984,-0.0051078511303672,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8116500251844451,0.0,0.1883499748155549,0,0,0,0.0,0.0,0.0,0,0.0162283208911668,1,0
2016-06-08,GOOG,35.95197240239952,36.18090501968687,35.784118540628015,36.16650390625,31674000,0.0162283208911668,0.007576910076624,-0.0044315436625014,35.68148930867513,35.95485229492188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.58895492553711,0.000139470612009,26724000.0,35.58399200439453,-0.008015522724295,31306000.0,35.87152099609375,-0.0110351539596805,24526000.0,36.271785736083984,-0.0051078511303672,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.5874782217725951,0.3941016129938793,0.0184201652335254,0,0,0,26892800.0,0.0,0.0,0,0.0004117782068071,1,0
2016-06-09,GOOG,35.89783742440548,36.22907056646255,35.87131604042607,36.181396484375,19778000,0.0004117782068071,0.0109711040936495,0.0059671692403769,35.77981694539388,35.896551513671874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.16650390625,0.0162283208911668,31674000.0,35.58895492553711,0.000139470612009,26724000.0,35.58399200439453,-0.008015522724295,31306000.0,35.87152099609375,-0.0110351539596805,24526000.0,36.271785736083984,-0.0051078511303672,26836000.0,0.0,0.0,0.0,0.5406724149455203,0.0362943653499144,0.4230332197045652,0,0,0,28213200.0,0.0,0.0,0,-0.0125860118826712,0,0
2016-06-10,GOOG,35.72899497117201,36.04781235283847,35.57802765893783,35.726016998291016,24328000,-0.0125860118826712,0.0098878031474262,0.0078990568879433,35.97895177205404,35.87847366333008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.181396484375,0.0004117782068071,19778000.0,36.16650390625,0.0162283208911668,31674000.0,35.58895492553711,0.000139470612009,26724000.0,35.58399200439453,-0.008015522724295,31306000.0,35.87152099609375,-0.0110351539596805,24526000.0,0.0,0.0,0.0,0.7926078898596662,0.1332592004236226,0.0741329097167111,0,0,0,26801600.0,0.0,0.0,0,-0.0014595272942494,0,0
2016-06-13,GOOG,35.58200381238799,36.02546794570818,35.58200381238799,35.67387390136719,25178000,-0.0014595272942494,0.013149652084729,-8.334891265187035e-05,36.02463912963867,35.84937286376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.726016998291016,-0.0125860118826712,24328000.0,36.181396484375,0.0004117782068071,19778000.0,36.16650390625,0.0162283208911668,31674000.0,35.58895492553711,0.000139470612009,26724000.0,35.58399200439453,-0.008015522724295,31306000.0,0.0,0.0,0.0,0.0063390164040149,0.6786457409229505,0.3150152426730345,1,0,1,26762000.0,0.0,0.0,0,-0.0001253249144647,0,0
2016-06-14,GOOG,35.580510969852455,35.87797482848984,35.413649779228734,35.669403076171875,26122000,-0.0001253249144647,0.0124310618618628,0.0025819256684811,35.86042912801107,35.867349243164064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.67387390136719,-0.0014595272942494,25178000.0,35.726016998291016,-0.0125860118826712,24328000.0,36.181396484375,0.0004117782068071,19778000.0,36.16650390625,0.0162283208911668,31674000.0,35.58895492553711,0.000139470612009,26724000.0,0.0,0.0,0.0,0.2071646432629693,0.7928353567370306,0.0,0,0,1,25536400.0,0.0,0.0,0,0.0009049764077291,1,0
