date,symbol,open,high,low,close,volume,return,log_return,ma20,ma50,rsi
2016-01-04 00:00:00+00:00,AAPL,23.13536656617872,23.75766128175527,22.997830384109424,23.753150939941406,270597600,0.0,0.0,0.0,0.0,0.0
2016-01-05 00:00:00+00:00,AAPL,23.84334091401202,23.86588746445505,23.09027546402736,23.157915115356445,223164000,-0.025059236397309337,-0.02537856510925824,0.0,0.0,0.0
2016-01-06 00:00:00+00:00,AAPL,22.673159746380428,23.08125976393585,22.517587322188596,22.70472526550293,273829600,-0.01956954447738679,-0.019763563426117146,0.0,0.0,0.0
2016-01-07 00:00:00+00:00,AAPL,22.24928334392453,22.57621274045367,21.741978040225572,21.74648666381836,324377600,-0.042204368935505165,-0.0431208525117879,0.0,0.0,0.0
2016-01-08 00:00:00+00:00,AAPL,22.219959979283978,22.34622200825535,21.81637045646062,21.86146354675293,283192000,0.005287147515459001,0.005273219622016185,0.0,0.0,0.0
2016-01-11 00:00:00+00:00,AAPL,22.314664816099555,22.334956198234902,21.947149284524944,22.21545791625977,198957600,0.016192619892523963,0.016062917695428912,0.0,0.0,0.0
2016-01-12 00:00:00+00:00,AAPL,22.670903704702315,22.702469220218045,22.28535028483298,22.53787612915039,196616800,0.014513237319075944,0.014408928319923237,0.0,0.0,0.0
2016-01-13 00:00:00+00:00,AAPL,22.61903992946264,22.815198491300198,21.938124609843808,21.958415985107425,249758400,-0.02571050354179083,-0.026046795212248144,0.0,0.0,0.0
2016-01-14 00:00:00+00:00,AAPL,22.08693068246827,22.6551132080456,21.586389507142385,22.438661575317383,252680400,0.021870684594720746,0.021634952067991188,0.0,0.0,0.0
2016-01-15 00:00:00+00:00,AAPL,21.6901131464518,22.030571755861573,21.500720046769526,21.899799346923828,319335600,-0.02401490064747469,-0.024307959742426086,0.0,0.0,0.0
2016-01-19 00:00:00+00:00,AAPL,22.18840155832223,22.24251362799293,21.53228604782224,21.79383087158203,212350800,-0.004838787500428987,-0.004850532335156003,0.0,0.0,0.0
2016-01-20 00:00:00+00:00,AAPL,21.442092378604062,22.13879218491175,21.063304551920083,21.82313537597656,289337600,0.0013446238326433324,0.0013437206355672287,0.0,0.0,0.0
2016-01-21 00:00:00+00:00,AAPL,21.884014993459072,22.06889945737359,21.406021936612103,21.71265983581543,208646000,-0.005062312919652423,-0.005075169834539156,0.0,0.0,0.0
2016-01-22 00:00:00+00:00,AAPL,22.238001152410096,22.876078671753596,22.179380465969416,22.8670597076416,263202000,0.053167132933293004,0.0518019412914067,0.0,0.0,42.357026260727814
2016-01-25 00:00:00+00:00,AAPL,22.889603538102705,22.891858708910625,22.36877089390849,22.420629501342773,207178000,-0.019522851298177324,-0.019715939377826754,0.0,0.0,39.3282181083851
2016-01-26 00:00:00+00:00,AAPL,22.53110818860021,22.74530296448651,22.111735879436683,22.54463577270508,300308000,0.005530900519759241,0.005515661254895255,0.0,0.0,44.68743545895398
2016-01-27 00:00:00+00:00,AAPL,21.654034057349705,21.787059886927032,21.045266975698283,21.063304901123047,533478800,-0.0657065781198155,-0.06796473390138282,0.0,0.0,37.93093099241924
2016-01-28 00:00:00+00:00,AAPL,21.1467253770768,21.31131668772847,20.831068617227597,21.214365005493164,222715200,0.007171719019367417,0.007146124540605401,0.0,0.0,45.56042396888883
2016-01-29 00:00:00+00:00,AAPL,21.372196991080568,21.947141647338867,21.272990125762878,21.947141647338867,257666000,0.03454153078142852,0.03395836315059318,0.0,0.0,50.64802269406635
2016-02-01 00:00:00+00:00,AAPL,21.75098902632416,21.80510109054244,21.509737328119584,21.74197006225586,163774000,-0.009348442197159024,-0.009392413137335598,22.170134258270263,0.0,46.33631669393031
2016-02-02 00:00:00+00:00,AAPL,21.514250624587643,21.654042017732312,21.257216113464004,21.30231094360352,149428800,-0.02022167804451125,-0.020428934991306037,22.04759225845337,0.0,40.60999544844422
2016-02-03 00:00:00+00:00,AAPL,21.419547657269064,21.834409649360104,21.212116661223543,21.72393035888672,183857200,0.019792191391788894,0.01959887260998468,21.975893020629883,0.0,48.17416064083338
2016-02-04 00:00:00+00:00,AAPL,21.73073329436067,22.06397139436163,21.578849803599574,21.89848518371582,185886800,0.008035140140177033,0.008003030291713242,21.935581016540528,0.0,45.58363320739558
2016-02-05 00:00:00+00:00,AAPL,21.880350638286867,21.97102794813434,21.23881243283469,21.31361961364746,185672400,-0.026708037800864726,-0.027071177881194505,21.913937664031984,0.0,45.243300887024
2016-02-08 00:00:00+00:00,AAPL,21.11186118527786,21.69446054534972,21.09145970080707,21.53804397583008,216085600,0.010529622197016142,0.010474571827739759,21.89776668548584,0.0,47.963505711344055
2016-02-09 00:00:00+00:00,AAPL,21.374822436180885,21.74886516916045,21.293213049729875,21.533506393432617,177324800,-0.00021067755282500045,-0.0002106997484581018,21.86366910934448,0.0,47.68493574644356
2016-02-10 00:00:00+00:00,AAPL,21.74432966262335,21.841807441702358,21.33174965735241,21.37028694152832,169374400,-0.007579789790021163,-0.007608662387998436,21.805289649963377,0.0,47.286224940569745
2016-02-11 00:00:00+00:00,AAPL,21.261482547855483,21.472306570299025,20.98945060270443,21.241079330444336,200298800,-0.006046133654522889,-0.0060644855299257314,21.769422817230225,0.0,34.610804905294444
2016-02-12 00:00:00+00:00,AAPL,21.352153702933546,21.42242778029908,21.08465665194561,21.306814193725582,161405600,0.003094704476105825,0.0030899257348647965,21.712830448150633,0.0,38.63956472545547
2016-02-16 00:00:00+00:00,AAPL,21.54030291836028,21.95515026812545,21.44735996896008,21.90754508972168,196231600,0.02819430866267192,0.027804165380485274,21.713217735290527,0.0,44.0778642092501
2016-02-17 00:00:00+00:00,AAPL,21.914354136949324,22.26346064438002,21.79647484862797,22.243059158325195,179452800,0.015315000710003135,0.015198909873635503,21.735679149627686,0.0,63.93495215493178
2016-02-18 00:00:00+00:00,AAPL,22.406272299451157,22.41760760939652,21.782868302016265,21.821407318115234,156084000,-0.01895655796303286,-0.019138536975270903,21.735592746734618,0.0,56.73942145984764
2016-02-19 00:00:00+00:00,AAPL,21.762469877436367,21.934756581566603,21.71713209033533,21.77153778076172,141496800,-0.0022853492731477187,-0.0022879646692867683,21.738536643981934,0.0,47.70197770643562
2016-02-22 00:00:00+00:00,AAPL,21.83274144338526,21.966490840071422,21.744331558086568,21.96195602416992,137123200,0.008746200903477774,0.008708174452156606,21.69328145980835,0.0,52.88998338214448
2016-02-23 00:00:00+00:00,AAPL,21.853145543375017,21.87581443522661,21.43376499078097,21.46550178527832,127770400,-0.022605192285479192,-0.02286460650465724,21.64552507400513,0.0,52.11233736960061
2016-02-24 00:00:00+00:00,AAPL,21.30455044212464,21.848610765619725,21.154932642495577,21.785137176513672,145022800,0.014890655454165458,0.014780878074020704,21.607550144195557,0.0,50.81374331051775
2016-02-25 00:00:00+00:00,AAPL,21.773803941943285,21.934755325317383,21.59244934487425,21.934755325317383,110330800,0.006867900238195945,0.006844423640016344,21.651122665405275,0.0,50.48542945803241
2016-02-26 00:00:00+00:00,AAPL,22.034494979329367,22.220382630830805,21.89394683400225,21.9687557220459,115964400,0.0015500695687848953,0.0015488694509681988,21.68884220123291,0.0,60.28465757132608
2016-02-29 00:00:00+00:00,AAPL,21.957427294571414,22.26799652347789,21.909822095312908,21.91888999938965,140865200,-0.002269847381761725,-0.002272427390219646,21.68742961883545,0.0,56.32538345496898
2016-03-01 00:00:00+00:00,AAPL,22.136505847523505,22.84378479352088,22.084365851863996,22.789379119873047,201628400,0.03971410598381753,0.03894577726939151,21.73980007171631,0.0,66.19891701991043
2016-03-02 00:00:00+00:00,AAPL,22.78485440767674,22.870996900069787,22.58763139012787,22.83926010131836,132678400,0.0021887819401720243,0.0021863900465676927,21.81664752960205,0.0,69.51827558259711
2016-03-03 00:00:00+00:00,AAPL,22.800724542343627,23.05688636019749,22.77125342017019,23.009281158447266,147822800,0.00744424540789268,0.007416673761895902,21.880915069580077,0.0,73.24205460377445
2016-03-04 00:00:00+00:00,AAPL,23.20649859470343,23.519333443418017,22.97980622416446,23.351581573486328,184220400,0.014876623597317229,0.014767051999481744,21.953569889068604,0.0,75.055659923593
2016-03-07 00:00:00+00:00,AAPL,23.211028440411454,23.3107736229704,22.886858326620168,23.093149185180664,143315600,-0.011067018629654202,-0.011128713689539335,22.042546367645265,0.0,65.85815983525424
2016-03-08 00:00:00+00:00,AAPL,22.846059749235305,23.06821906177893,22.759917260038176,22.902732849121094,126247600,-0.008245576838942559,-0.008279759641951205,22.110780811309816,0.0,59.179847064038306
2016-03-09 00:00:00+00:00,AAPL,22.96620422577282,23.027412136271312,22.73044394547889,22.923133850097656,108806800,0.0008907671023785646,0.0008903706048037519,22.180262184143068,0.0,67.25868638193313
2016-03-10 00:00:00+00:00,AAPL,22.98887855503972,23.17703194439298,22.70324562886997,22.934471130371094,134054400,0.0004945781125553772,0.0004944558491115556,22.258471393585204,0.0,68.44011270113758
2016-03-11 00:00:00+00:00,AAPL,23.17703142168694,23.186099325593872,23.009279523223285,23.18156623840332,109632800,0.010773961458610204,0.010716335870271456,22.355495738983155,0.0,68.99735403048369
2016-03-14 00:00:00+00:00,AAPL,23.102220646937305,23.32891302076485,23.072749531443367,23.240501403808597,100304400,0.0025423288831813995,0.002539102632076935,22.452180099487304,0.0,82.01163908249524
2016-03-15 00:00:00+00:00,AAPL,23.56693532633584,23.84350025630471,23.541999030714035,23.70748519897461,160270800,0.020093533571073685,0.01989432267151429,22.54217710494995,22.18763698577881,82.9194331867437
2016-03-16 00:00:00+00:00,AAPL,23.71429264251982,24.09966903948752,23.709757825882104,24.022594451904297,153214000,0.013291551182464278,0.013203993514216413,22.631153869628907,22.193025856018068,83.83561999519031
2016-03-17 00:00:00+00:00,AAPL,23.92057924604393,24.13593804538442,23.793632066323628,23.984054565429688,137682800,-0.0016043182409697376,-0.001605606537555072,22.73928623199463,22.20954864501953,82.61204519401537
2016-03-18 00:00:00+00:00,AAPL,24.10646181417377,24.14273341755536,23.84576701535088,24.01125144958496,176820800,0.0011339568996175942,0.0011333144561154606,22.85127191543579,22.23567916870117,84.10933893178381
2016-03-21 00:00:00+00:00,AAPL,24.013524328147923,24.40343550570676,23.83443713708192,24.00899124145508,142010800,-9.413120905521488e-05,-9.413563967551593e-05,22.953623676300047,22.280929260253906,77.73220038478165
2016-03-22 00:00:00+00:00,AAPL,23.85937361041647,24.32182628508781,23.850305707439503,24.192611694335938,129777600,0.007647986999295808,0.007618889411205424,23.08997917175293,22.327552223205565,79.00889630247437
2016-03-23 00:00:00+00:00,AAPL,24.13820831977842,24.271956010076394,24.00672630829763,24.05886459350586,102814000,-0.005528427543083025,-0.005543765855921128,23.20366554260254,22.36442035675049,72.85304685696067
2016-03-24 00:00:00+00:00,AAPL,23.90924252863228,24.086062285628596,23.77776055001052,23.95458030700684,104532000,-0.004334547297263902,-0.0043439686822159184,23.304656791687012,22.392754440307616,64.64755882513757
2016-03-28 00:00:00+00:00,AAPL,24.02939398427441,24.072466092977475,23.8163025785128,23.84577369689941,77645600,-0.004542204818992479,-0.004552551975793716,23.39850769042969,22.430501594543458,69.7152867018544
2016-03-29 00:00:00+00:00,AAPL,23.77776067402678,24.435168841038998,23.77549326623861,24.410232543945312,124760400,0.023671232236817552,0.02339541279705852,23.52307481765747,22.469933013916016,83.01900350258015
2016-03-30 00:00:00+00:00,AAPL,24.63012140648839,25.031366059921908,24.618786098451636,24.836410522460938,182404400,0.01745898887888031,0.01730833175217142,23.625426387786867,22.528665237426758,85.58190548079706
2016-03-31 00:00:00+00:00,AAPL,24.87268335542105,24.9134880450374,24.682260894036325,24.70719718933105,103553600,-0.005202576798005176,-0.0052161573236378335,23.7188232421875,22.586932563781737,81.58330597800554
2016-04-01 00:00:00+00:00,AAPL,24.65959564454977,24.936160611694472,24.52811365532926,24.93389320373535,103496000,0.00917530275357148,0.009133465382238646,23.815053844451903,22.649147720336913,81.44846037672805
2016-04-04 00:00:00+00:00,AAPL,25.031373946976785,25.43262045636295,24.99736974167742,25.190059661865234,149424800,0.010273825111736024,0.01022140808043223,23.90697774887085,22.71869571685791,82.67495179299365
2016-04-05 00:00:00+00:00,AAPL,24.82507881496581,25.10164374846506,24.804675604866937,24.893085479736328,106314800,-0.011789340164941708,-0.011859385505557004,23.996974563598634,22.759216232299806,71.07170799902906
2016-04-06 00:00:00+00:00,AAPL,24.988301240461844,25.15832052159768,24.75480664156716,25.153785705566406,105616400,0.010472796795009343,0.010418336959846711,24.1095272064209,22.813879356384277,70.50119328442199
2016-04-07 00:00:00+00:00,AAPL,24.924831418809514,25.031377135206167,24.50998559580099,24.605195999145508,127207600,-0.021809429119033052,-0.02205077017812557,24.193630313873292,22.855090560913087,59.500793830932956
2016-04-08 00:00:00+00:00,AAPL,24.68906979727061,24.88402366760454,24.5213161781653,24.632396697998047,94326800,0.0011054859653825133,0.001104875365737478,24.27852659225464,22.926472396850585,59.50084109221205
2016-04-11 00:00:00+00:00,AAPL,24.70266140202545,25.074436653637697,24.670924616853068,24.7139949798584,117630000,0.0033126407820065484,0.003307166074691984,24.355148029327392,22.99646499633789,60.52799328259191
2016-04-12 00:00:00+00:00,AAPL,24.786544736323343,25.04950873511771,24.632395573682636,25.035907745361328,108929200,0.013025525244513725,0.012941422623832332,24.44491834640503,23.05824031829834,62.09364181834887
2016-04-13 00:00:00+00:00,AAPL,25.1175186980733,25.46662347328959,25.1175186980733,25.398616790771484,133029200,0.01448755320155537,0.014383611309065536,24.529474925994872,23.131373252868652,68.02928768481902
2016-04-14 00:00:00+00:00,AAPL,25.303410507058,25.477962923015205,25.23766949261213,25.412221908569336,101895600,0.0005356637296403122,0.000535520313037782,24.598956298828124,23.21357147216797,70.10645933266106
2016-04-15 00:00:00+00:00,AAPL,25.414487916884465,25.45756003110272,24.87496056776389,24.902162551879883,187756000,-0.02007141911968957,-0.02027558662589619,24.644861698150635,23.277136116027833,63.11938131983082
2016-04-18 00:00:00+00:00,AAPL,24.68452825302193,24.69812923969216,24.242478890986884,24.364892959594727,243286000,-0.021575218263306883,-0.02181136609031499,24.662543773651123,23.32646427154541,49.43309543581132
2016-04-19 00:00:00+00:00,AAPL,24.45557552402066,24.48277923468848,24.081534447111306,24.235685348510746,129539600,-0.0053030239573902405,-0.005317134898149783,24.673878479003907,23.384905586242677,41.88626399699521
2016-04-20 00:00:00+00:00,AAPL,24.174474201468847,24.50317744619985,24.04299221176624,24.285552978515625,122444000,0.002057611711316465,0.002055497727680832,24.678525543212892,23.439855766296386,44.1802951987166
2016-04-21 00:00:00+00:00,AAPL,24.2402189533182,24.2402189533182,23.920581831865228,24.022594451904297,126210000,-0.010827775955686736,-0.010886822940271684,24.676712036132812,23.48963752746582,37.54654572467448
2016-04-22 00:00:00+00:00,AAPL,23.80496657703028,24.13820464212083,23.716556689907343,23.956850051879883,134732400,-0.002736773505294776,-0.0027405253167065687,24.676825523376465,23.541368789672852,32.22219717021024
2016-04-25 00:00:00+00:00,AAPL,23.802703120282903,23.95005353312316,23.69162432332216,23.820838928222656,112126400,-0.005677337519861214,-0.005693514859051334,24.675578784942626,23.59296398162842,33.79035643765337
2016-04-26 00:00:00+00:00,AAPL,23.55560625937674,23.870708532203164,23.55560625937674,23.655349731445312,224064800,-0.006947244690919563,-0.006971489148687365,24.63783464431763,23.639934692382813,26.676028572616076
2016-04-27 00:00:00+00:00,AAPL,21.762466888529023,22.376802985860067,21.689925401414943,22.175046920776367,458408400,-0.06257792962160957,-0.0646216495223565,24.5047664642334,23.645284729003905,20.678251471958177
2016-04-28 00:00:00+00:00,AAPL,22.12744856955328,22.18865476559925,21.365761854725648,21.497243881225582,328970800,-0.030566025044832412,-0.03104290877922282,24.344268798828125,23.630368423461913,17.30495731623138
2016-04-29 00:00:00+00:00,AAPL,21.30681423326988,21.472300415516543,20.97131051213549,21.250141143798828,274126000,-0.011494624091907824,-0.011561197935983484,24.1600811958313,23.618943099975585,15.08242097357764
