symbol,date,close,high,low,open,volume,adjclose,adjhigh,adjlow,adjopen,adjvolume,divcash,splitfactor,return,hl_pct,co_pct,close_ma_3,close_ma_5,close_ma_10,close_ma_20,close_ma_50,ma20,ma50,ma20_slope,ma50_slope,ma_cross_dist,rsi,atr_14,bb_width,stoch_k,stoch_d,close_lag_1,return_lag_1,volume_lag_1,close_lag_2,return_lag_2,volume_lag_2,close_lag_3,return_lag_3,volume_lag_3,close_lag_4,return_lag_4,volume_lag_4,close_lag_5,return_lag_5,volume_lag_5,close_lag_10,return_lag_10,volume_lag_10,candle_body_pct,upper_wick_pct,lower_wick_pct,is_doji,is_hammer,is_inverted_hammer,volume_ma5,volume_ma20,volume_rank_20,vol_regime,Next_Return,Next_Direction,Signal_Heuristic
GOOG,2016-06-15,35.701683044433594,35.90330242444706,35.621732426054486,35.70565746385733,24290000,,,,,,,,0.0009048693650333117,0.01301746060256559,0.0024983369798916135,35.68976720174154,35.88344116210938,35.91914749145508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.66940689086914,-0.00012521798194375933,26122000.0,35.67387390136719,-0.0014596339148449378,25178000.0,35.72602081298828,-0.012586114661258918,24328000.0,36.18140411376953,0.00041209467819847134,19778000.0,36.166500091552734,0.01622821370349392,31674000.0,36.4580078125,0.0,25072000.0,0.1914437019085649,0.4491934101980358,0.35936288789339926,0,0,0,25416000.0,0.0,0.0,0,-0.011906636854307484,0,0
GOOG,2016-06-16,35.27659606933594,35.58895741348882,34.924005566575815,35.50254693878969,39650000,,,,,,,,-0.011906636854307484,0.007886742987498389,-0.00011131063551364083,35.681654612223305,35.79047775268555,35.84351501464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.701683044433594,0.0009048693650333117,24290000.0,35.66940689086914,-0.00012521798194375933,26122000.0,35.67387390136719,-0.0014596339148449378,25178000.0,35.72602081298828,-0.012586114661258918,24328000.0,36.18140411376953,0.00041209467819847134,19778000.0,36.27178955078125,-0.005107746497736598,26836000.0,0.014115209171514887,0.7019389910787632,0.28394579974972184,1,0,1,23939200.0,0.0,0.0,0,-0.02624025309195477,0,0
GOOG,2016-06-17,34.350929260253906,35.200121450019694,34.188641083286434,35.19167628154464,68048000,,,,,,,,-0.02624025309195477,0.01884966014311718,-0.006364356614845652,35.54922866821289,35.60951614379883,35.743995666503906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.27659606933594,-0.011906636854307484,39650000.0,35.701683044433594,0.0009048693650333117,24290000.0,35.66940689086914,-0.00012521798194375933,26122000.0,35.67387390136719,-0.0014596339148449378,25178000.0,35.72602081298828,-0.012586114661258918,24328000.0,35.871524810791016,-0.0110351527991156,24526000.0,0.33980034870602455,0.12994997322029195,0.5302496780736835,0,1,0,27913600.0,0.0,0.0,0,0.002876770288143371,1,0
GOOG,2016-06-20,34.44974899291992,34.885268029148534,34.43485155185466,34.70102775343105,41650000,,,,,,,,0.002876770288143371,0.02944550230562767,-0.023890507930468752,35.10973612467448,35.33449783325195,35.591936111450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.350929260253906,-0.02624025309195477,68048000.0,35.27659606933594,-0.011906636854307484,39650000.0,35.701683044433594,0.0009048693650333117,24290000.0,35.66940689086914,-0.00012521798194375933,26122000.0,35.67387390136719,-0.0014596339148449378,25178000.0,35.58399200439453,-0.008015628215224058,31306000.0,0.831204488927512,0.008349315273742,0.16044619579874603,0,0,0,36657600.0,0.0,0.0,0,0.0032146671472446098,1,0
GOOG,2016-06-21,34.56049346923828,34.89967170345711,34.36532636840184,34.68265476820298,29312000,,,,,,,,0.0032146671472446098,0.013074593878360042,-0.007241248365800405,34.69242477416992,35.0896728515625,35.478511810302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5166495056866657,0.0,10.78367117883983,0.0,34.44974899291992,0.002876770288143371,41650000.0,34.350929260253906,-0.02624025309195477,68048000.0,35.27659606933594,-0.011906636854307484,39650000.0,35.701683044433594,0.0009048693650333117,24290000.0,35.66940689086914,-0.00012521798194375933,26122000.0,35.58895492553711,0.00013947061200902944,26724000.0,0.5578809239413819,0.409044262377815,0.033074813680803145,0,0,0,39952000.0,0.0,0.0,0,0.0021841479074764525,1,0
GOOG,2016-06-22,34.63597869873047,34.804821435888634,34.41856393279643,34.7154329901079,23686000,,,,,,,,0.0021841479074764525,0.015461160458570494,-0.0035222591748281006,34.4537239074707,34.867890167236325,35.37566566467285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.468902277711877,0.5315832117783523,0.0,16.80112665822332,0.0,34.56049346923828,0.0032146671472446098,29312000.0,34.44974899291992,0.002876770288143371,41650000.0,34.350929260253906,-0.02624025309195477,68048000.0,35.27659606933594,-0.011906636854307484,39650000.0,35.701683044433594,0.0009048693650333117,24290000.0,36.166500091552734,0.01622821370349392,31674000.0,0.22861863096842158,0.40613610902335645,0.365245260008222,0,0,0,40590000.0,0.0,0.0,0,0.006322845883095951,1,1
GOOG,2016-06-23,34.854976654052734,34.85895107350913,34.116530276808035,34.63548185675295,43428000,,,,,,,,0.006322845883095951,0.011151915366732825,-0.0022887311069999076,34.54874038696289,34.6547492980957,35.22261352539063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.39717570596342,0.5237729138336361,0.0,21.923616782117772,16.50280487306031,34.63597869873047,0.0021841479074764525,23686000.0,34.56049346923828,0.0032146671472446098,29312000.0,34.44974899291992,0.002876770288143371,41650000.0,34.350929260253906,-0.02624025309195477,68048000.0,35.27659606933594,-0.011906636854307484,39650000.0,36.18140411376953,0.00041209467819847134,19778000.0,0.2057029073645317,0.23142190136147792,0.5628751912739904,0,1,0,40469200.0,0.0,0.0,0,-0.03796991645966086,0,1
GOOG,2016-06-24,33.53153610229492,34.23571683448406,33.44363664578579,33.529050669386734,88980000,,,,,,,,-0.03796991645966086,0.02130028099200499,0.006337281467818978,34.683816274007164,34.57042541503906,35.08997077941895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.52280557472186,0.5418986469963798,0.0,34.955248450086145,24.559997296809076,34.854976654052734,0.006322845883095951,43428000.0,34.63597869873047,0.0021841479074764525,23686000.0,34.56049346923828,0.0032146671472446098,29312000.0,34.44974899291992,0.002876770288143371,41650000.0,34.350929260253906,-0.02624025309195477,68048000.0,35.72602081298828,-0.012586114661258918,24328000.0,0.2956474256581888,0.005353324521697236,0.698999249820114,0,1,0,41224800.0,0.0,0.0,0,-0.010307970645582643,0,0
GOOG,2016-06-27,33.18589401245117,33.386524497759666,32.938786695113386,33.321963870240374,52580000,,,,,,,,-0.010307970645582643,0.023621947598280804,7.412774470399434e-05,34.34083048502604,34.40654678344727,34.87052230834961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.244323113834426,0.606172996648925,0.0,3.155674050659987,20.01151309428797,33.53153610229492,-0.03796991645966086,88980000.0,34.854976654052734,0.006322845883095951,43428000.0,34.63597869873047,0.0021841479074764525,23686000.0,34.56049346923828,0.0032146671472446098,29312000.0,34.44974899291992,0.002876770288143371,41650000.0,35.67387390136719,-0.0014596339148449378,25178000.0,0.0031378551611955167,0.8890270735673982,0.10783507127140632,1,0,1,45411200.0,0.0,0.0,0,0.017627944097367676,1,1
GOOG,2016-06-28,33.77089309692383,33.78529420947787,33.42128818773908,33.71775939461975,43476000,,,,,,,,0.017627944097367676,0.013491810781963303,-0.004083488545845445,33.857468922932945,34.15377578735352,34.62172431945801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.219439328831598,0.6292512177910474,0.0,7.510195267712551,15.207039256152896,33.18589401245117,-0.010307970645582643,52580000.0,33.53153610229492,-0.03796991645966086,88980000.0,34.854976654052734,0.006322845883095951,43428000.0,34.63597869873047,0.0021841479074764525,23686000.0,34.56049346923828,0.0032146671472446098,29312000.0,35.66940689086914,-0.00012521798194375933,26122000.0,0.3039052253014688,0.14419293420773702,0.5519018404907943,0,1,0,47597200.0,0.0,0.0,0,0.005984974082319683,1,1
GOOG,2016-06-29,33.9730110168457,34.137830056445466,33.83892647334344,33.917888213132386,38652000,,,,,,,,0.005984974082319683,0.010778691007492056,0.0015758372815412802,33.496107737223305,33.995855712890624,34.43187294006348,35.175510215759275,0.0,35.175510215759275,0.0,0.0,0.0,0.0,24.340445074952754,0.629783640583417,0.054345533721298474,25.28974709626902,11.98520547154719,33.77089309692383,0.017627944097367676,43476000.0,33.18589401245117,-0.010307970645582643,52580000.0,33.53153610229492,-0.03796991645966086,88980000.0,34.854976654052734,0.006322845883095951,43428000.0,34.63597869873047,0.0021841479074764525,23686000.0,35.701683044433594,0.0009048693650333117,24290000.0,0.14596929482174725,0.03956284153006257,0.8144678636481901,0,1,0,50430000.0,35832200.0,0.85,0,0.011679439773154998,1,1
GOOG,2016-06-30,34.36979675292969,34.38072356440774,33.950167788968905,34.04054888737698,31954000,,,,,,,,0.011679439773154998,0.008798265863270453,0.0016251838371226953,33.64326604207357,33.86326217651367,34.25900573730469,35.05126037597656,0.0,35.05126037597656,0.0,-0.12424983978271342,0.0,0.0,27.257792188915445,0.630439523301075,0.053734905736330385,33.26518193140664,22.02170809846274,33.9730110168457,0.005984974082319683,38652000.0,33.77089309692383,0.017627944097367676,43476000.0,33.18589401245117,-0.010307970645582643,52580000.0,33.53153610229492,-0.03796991645966086,88980000.0,34.854976654052734,0.006322845883095951,43428000.0,35.27659606933594,-0.011906636854307484,39650000.0,0.1844166708918377,0.5514120569893118,0.2641712721188505,0,0,1,53423200.0,36511200.0,0.65,0,0.010272994980152772,1,1
GOOG,2016-07-01,34.722877502441406,34.79439052365911,34.37128349682648,34.37476158707696,26894000,,,,,,,,0.010272994980152772,0.012527155122095172,0.009672225516751343,34.03790028889974,33.76622619628906,34.16832580566406,34.95616073608399,0.0,34.95616073608399,0.0,-0.09509963989257386,0.0,0.0,35.86287795645052,0.618095460408405,0.051916861029800476,46.360797945707894,34.971908991127854,34.36979675292969,0.011679439773154998,31954000.0,33.9730110168457,0.005984974082319683,38652000.0,33.77089309692383,0.017627944097367676,43476000.0,33.18589401245117,-0.010307970645582643,52580000.0,33.53153610229492,-0.03796991645966086,88980000.0,34.350929260253906,-0.02624025309195477,68048000.0,0.7647043294614536,0.025378387891588833,0.20991728264695753,0,0,0,51128400.0,36767100.0,0.6,0,-0.0060923532863991214,0,0
GOOG,2016-07-05,34.51133346557617,34.61015595245488,34.209895138751925,34.56645627973092,29252000,,,,,,,,-0.0060923532863991214,0.012185252411839511,0.010127078684825501,34.355228424072266,34.00449447631836,34.20552062988281,34.898728370666504,0.0,34.898728370666504,0.0,-0.05743236541748331,0.0,0.0,40.67213546577585,0.6167475773662073,0.050570816666756675,60.18152609799186,46.602501991702134,34.722877502441406,0.010272994980152772,26894000.0,34.36979675292969,0.011679439773154998,31954000.0,33.9730110168457,0.005984974082319683,38652000.0,33.77089309692383,0.017627944097367676,43476000.0,33.18589401245117,-0.010307970645582643,52580000.0,34.44974899291992,0.002876770288143371,41650000.0,0.8227608933144694,0.1690187510073964,0.008220355678134112,0,0,0,38711200.0,36885500.0,0.4,0,0.004057615509511114,1,0
GOOG,2016-07-06,34.6513671875,34.84553782113677,34.220315124835565,34.264514906528994,28238000,,,,,,,,0.004057615509511114,0.01159795271608971,-0.0015946909254644262,34.53466924031576,34.26958236694336,34.21167907714844,34.84509544372558,0.0,34.84509544372558,0.0,-0.05363292694092081,0.0,0.0,39.08443310474964,0.6202230962784009,0.04999911148721687,53.04565446904347,53.19599283758108,34.51133346557617,-0.0060923532863991214,29252000.0,34.722877502441406,0.010272994980152772,26894000.0,34.36979675292969,0.011679439773154998,31954000.0,33.9730110168457,0.005984974082319683,38652000.0,33.77089309692383,0.017627944097367676,43476000.0,34.56049346923828,0.0032146671472446098,29312000.0,0.13771723902919383,0.10917799401764776,0.7531047669531584,0,1,0,34045600.0,36782800.0,0.45,0,-0.003453678522109205,0,0
GOOG,2016-07-07,34.53169250488281,34.6727256704968,34.17687042791862,34.66676593566145,26084000,,,,,,,,-0.003453678522109205,0.018043233126072675,0.011290172413831323,34.628526051839195,34.44567718505859,34.22076644897461,34.79821605682373,0.0,34.79821605682373,0.0,-0.046879386901849784,0.0,0.0,40.297214626032535,0.6447697175575888,0.04908497585549596,64.62151590884805,59.28289882529447,34.6513671875,0.004057615509511114,28238000.0,34.51133346557617,-0.0060923532863991214,29252000.0,34.722877502441406,0.010272994980152772,26894000.0,34.36979675292969,0.011679439773154998,31954000.0,33.9730110168457,0.005984974082319683,38652000.0,34.63597869873047,0.0021841479074764525,23686000.0,0.6187431826445333,0.3105623560780481,0.07069446127741859,0,0,0,30998000.0,36858500.0,0.4,0,0.0147692138419111,1,0
GOOG,2016-07-08,35.04169845581055,35.045669086052335,34.585072189235454,34.73727841891428,31504000,,,,,,,,0.0147692138419111,0.014359424824255746,-0.0038963378074933315,34.564797719319664,34.557413482666014,34.21033782958985,34.71647567749024,0.0,34.71647567749024,0.0,-0.0817403793334961,0.0,0.0,42.70708063622199,0.6246395578947604,0.04563693568893779,70.44095556013441,62.70270864600865,34.53169250488281,-0.003453678522109205,26084000.0,34.6513671875,0.004057615509511114,28238000.0,34.51133346557617,-0.0060923532863991214,29252000.0,34.722877502441406,0.010272994980152772,26894000.0,34.36979675292969,0.011679439773154998,31954000.0,34.854976654052734,0.006322845883095951,43428000.0,0.27240496657115193,0.012019102196768564,0.7155759312320795,0,1,0,28484400.0,36579000.0,0.3,0,0.013406421596584561,1,0
GOOG,2016-07-11,35.51148223876953,35.581998811508086,35.1216481960973,35.16187355891512,22236000,,,,,,,,0.013406421596584561,0.013144251480781341,0.008763497048476673,34.74158604939779,34.691793823242186,34.229010009765624,34.65949039459228,0.0,34.65949039459228,0.0,-0.0569852828979549,0.0,0.0,57.36212357143147,0.5836411004033332,0.041480668496491804,99.81154001481693,78.29133716126647,35.04169845581055,0.0147692138419111,31504000.0,34.53169250488281,-0.003453678522109205,26084000.0,34.6513671875,0.004057615509511114,28238000.0,34.51133346557617,-0.0060923532863991214,29252000.0,34.722877502441406,0.010272994980152772,26894000.0,33.53153610229492,-0.03796991645966086,88980000.0,0.6609250713586454,0.008620618743262922,0.3304543098980916,0,0,0,28394400.0,37165300.0,0.55,0,0.007761419390571955,1,0
GOOG,2016-07-12,35.78710174560547,35.90131800005854,35.55220938418681,35.71161808483892,26738000,,,,,,,,0.007761419390571955,0.012963430034137042,0.00994283422550364,35.02829106648763,34.84951477050781,34.42700462341308,34.648763465881345,0.0,34.648763465881345,0.0,-0.0107269287109375,0.0,0.0,60.48659406010726,0.5840669280321126,0.040609483307174905,97.33216368443641,89.19488641979592,35.51148223876953,0.013406421596584561,22236000.0,35.04169845581055,0.0147692138419111,31504000.0,34.53169250488281,-0.003453678522109205,26084000.0,34.6513671875,0.004057615509511114,28238000.0,34.51133346557617,-0.0060923532863991214,29252000.0,33.18589401245117,-0.010307970645582643,52580000.0,0.759440018435607,0.15318014221753587,0.08737983934685704,0,0,0,27462800.0,37060700.0,0.05,0,-0.00507889356079394,0,0
GOOG,2016-07-13,35.605342864990234,35.95395893856608,35.59888680128866,35.93508707630225,18718000,,,,,,,,-0.00507889356079394,0.00975515196378252,0.002113700381406044,35.44676081339518,35.10466842651367,34.68712539672852,34.654424858093265,0.0,34.654424858093265,0.0,0.005661392211919747,0.0,0.0,61.73291337111631,0.5737448156202366,0.04112689664421378,96.14463974566561,97.76278114830632,35.78710174560547,0.007761419390571955,26738000.0,35.51148223876953,0.013406421596584561,22236000.0,35.04169845581055,0.0147692138419111,31504000.0,34.53169250488281,-0.003453678522109205,26084000.0,34.6513671875,0.004057615509511114,28238000.0,33.77089309692383,0.017627944097367676,43476000.0,0.21621826942903563,0.32716538423971553,0.4566163463312488,0,0,0,26960000.0,37138700.0,0.3,0,0.005537230733232201,1,0
GOOG,2016-07-14,35.80249786376953,35.86506940115152,35.65749026763143,35.8337817380755,19004000,,,,,,,,0.005537230733232201,0.009972439771856757,-0.00917610720162889,35.63464228312174,35.29546356201172,34.87057037353516,34.651221656799315,0.0,34.651221656799315,0.0,-0.0032032012939495758,0.0,0.0,59.087531228967606,0.5715172894906095,0.040860935415465385,88.43793835218366,93.97158059409522,35.605342864990234,-0.00507889356079394,18718000.0,35.78710174560547,0.007761419390571955,26738000.0,35.51148223876953,0.013406421596584561,22236000.0,35.04169845581055,0.0147692138419111,31504000.0,34.53169250488281,-0.003453678522109205,26084000.0,33.9730110168457,0.005984974082319683,38652000.0,0.928668224548362,0.05314937524676607,0.018182400204871933,0,0,0,25056000.0,36768500.0,0.05,0,-0.0015257724489393665,0,0
GOOG,2016-07-15,35.74787139892578,36.04036823576288,35.708392414976835,36.03987190688598,25586000,,,,,,,,-0.0015257724489393665,0.005797895284009005,-0.0008730274279906399,35.73164749145508,35.549624633789065,35.053519058227536,34.65626239776611,0.0,34.65626239776611,0.0,0.005040740966798296,0.0,0.0,58.91928771235587,0.5370391280234804,0.04132733685959073,94.97670240479823,93.18642683421585,35.80249786376953,0.005537230733232201,19004000.0,35.605342864990234,-0.00507889356079394,18718000.0,35.78710174560547,0.007761419390571955,26738000.0,35.51148223876953,0.013406421596584561,22236000.0,35.04169845581055,0.0147692138419111,31504000.0,34.36979675292969,0.011679439773154998,31954000.0,0.15070818427393626,0.15072643644595,0.6985653792801138,0,1,0,23640000.0,36504200.0,0.1,0,0.019351110703237584,1,0
GOOG,2016-07-18,36.43963241577149,36.55633409816964,35.81441343883297,35.88989709633633,25910000,,,,,,,,0.019351110703237584,0.009286589880594052,-0.008102151658990918,35.718570709228516,35.69085922241211,35.19132652282715,34.679826164245604,0.0,34.679826164245604,0.0,0.023563766479490766,0.0,0.0,77.41070746166977,0.4599416860605586,0.042952430408797426,90.56942940227053,91.32802338641748,35.74787139892578,-0.0015257724489393665,25586000.0,35.80249786376953,0.005537230733232201,19004000.0,35.605342864990234,-0.00507889356079394,18718000.0,35.78710174560547,0.007761419390571955,26738000.0,35.51148223876953,0.013406421596584561,22236000.0,34.722877502441406,0.010272994980152772,26894000.0,0.8795836614510266,0.0014950753814657574,0.11892126316750765,0,0,0,22456400.0,35801000.0,0.25,0,0.004333765928274946,1,-1
GOOG,2016-07-19,36.59755325317383,36.59904223968765,36.202259538297255,36.24645553749248,24550000,,,,,,,,0.004333765928274946,0.02036026738336579,0.015317272099152441,35.9966672261556,35.8764892578125,35.36300201416016,34.784261322021486,0.0,34.784261322021486,0.0,0.10443515777588175,0.0,0.0,87.06741901166068,0.47534977835072467,0.04812407537762418,96.27751281058198,93.94121487255025,36.43963241577149,0.019351110703237584,25910000.0,35.74787139892578,-0.0015257724489393665,25586000.0,35.80249786376953,0.005537230733232201,19004000.0,35.605342864990234,-0.00507889356079394,18718000.0,35.78710174560547,0.007761419390571955,26738000.0,34.51133346557617,-0.0060923532863991214,29252000.0,0.7409624095474933,0.15729671485693733,0.1017408755955694,0,0,0,23191200.0,33694100.0,0.3,0,0.0057398354713222854,1,-1
GOOG,2016-07-20,36.8076171875,36.85429483010376,36.60450503308887,36.61592817370984,25794000,,,,,,,,0.0057398354713222854,0.010841782199086844,0.009686401345317227,36.26168568929037,36.03857955932617,35.571623992919925,34.89165153503418,0.0,34.89165153503418,0.0,0.10739021301269247,0.0,0.0,85.6733231912804,0.4608771000909887,0.05301929371064343,99.94605347601806,95.59766522962354,36.59755325317383,0.004333765928274946,24550000.0,36.43963241577149,0.019351110703237584,25910000.0,35.74787139892578,-0.0015257724489393665,25586000.0,35.80249786376953,0.005537230733232201,19004000.0,35.605342864990234,-0.00507889356079394,18718000.0,34.6513671875,0.004057615509511114,28238000.0,0.8848614479689844,0.0037526497717830583,0.11138590225923253,0,0,0,22753600.0,32839100.0,0.25,0,-0.0034538666392507356,0,-1
GOOG,2016-07-21,36.68048858642578,36.83244857600002,36.54148997922746,36.76640273631073,20526000,,,,,,,,-0.0034538666392507356,0.006786361522465539,0.005235126442262159,36.61493428548177,36.27903442382812,35.78724899291992,35.004007720947264,0.0,35.004007720947264,0.0,0.11235618591308594,0.0,0.0,85.70199959064558,0.4530060013344383,0.057978785221026334,98.39271347490636,98.2054265871688,36.8076171875,0.0057398354713222854,25794000.0,36.59755325317383,0.004333765928274946,24550000.0,36.43963241577149,0.019351110703237584,25910000.0,35.74787139892578,-0.0015257724489393665,25586000.0,35.80249786376953,0.005537230733232201,19004000.0,34.53169250488281,-0.003453678522109205,26084000.0,0.7674012953328626,0.1868676910009198,0.04573101366621763,0,0,0,24168800.0,32663200.0,0.35,0,0.0055643087201278085,1,-1
