fact_finance_id,date_key,company_key,fin_type_key,metric_key,value
733,20241231,1,1,10,1823000000.0
734,20240930,1,1,10,1823000000.0
735,20240630,1,1,10,1823000000.0
736,20240331,1,1,10,1823000000.0
737,20231231,1,1,10,1823000000.0
738,20230930,1,1,10,1833000000.0
739,20230630,1,1,10,1966000000.0
740,20230331,1,1,10,1968000000.0
741,20221231,1,1,10,2084000000.0
742,20220930,1,1,10,2192000000.0
743,20220630,1,1,10,1377000000.0
744,20220331,1,1,10,1313000000.0
745,20211231,1,1,10,1417000000.0
746,20210930,1,1,10,1549000000.0
747,20210630,1,1,10,1626000000.0
748,20210331,1,1,10,1823000000.0
749,20201231,1,1,10,1445000000.0
750,20200930,1,1,10,1520000000.0
751,20200630,1,1,10,1697000000.0
752,20200331,1,1,10,1840000000.0
753,20191231,1,1,10,1979000000.0
754,20190930,1,1,10,1747000000.0
755,20190630,1,1,10,1902000000.0
756,20190331,1,1,10,2063000000.0
757,20181231,1,1,10,2220000000.0
758,20180930,1,1,10,2448000000.0
759,20180630,1,1,10,2662000000.0
760,20180331,1,1,10,2809000000.0
761,20171231,1,1,10,2692000000.0
762,20170930,1,1,10,2883000000.0
763,20170630,1,1,10,2933000000.0
764,20170331,1,1,10,3137000000.0
765,20161231,1,1,10,3307000000.0
766,20160930,1,1,10,3367000000.0
767,20160630,1,1,10,3452000000.0
768,20160331,1,1,10,3657000000.0
769,20151231,1,1,10,3847000000.0
770,20150930,1,1,10,4023000000.0
771,20150630,1,1,10,4213000000.0
772,20150331,1,1,10,4380000000.0
773,20141231,1,1,10,4607000000.0
774,20140930,1,1,10,4744000000.0
775,20140630,1,1,10,5234000000.0
776,20140331,1,1,10,5317000000.0
777,20131231,1,1,10,6066000000.0
778,20130930,1,1,10,6290000000.0
779,20130630,1,1,10,6558000000.0
780,20130331,1,1,10,7324000000.0
781,20121231,1,1,10,7473000000.0
782,20120930,1,1,10,7754000000.0
783,20120630,1,1,10,7862000000.0
784,20120331,1,1,10,1541000000.0
785,20111231,1,1,10,1578000000.0
786,20110930,1,1,10,1474000000.0
787,20110630,1,1,10,1381000000.0
788,20110331,1,1,10,1016000000.0
789,20101231,1,1,10,1044000000.0
790,20100930,1,1,10,993000000.0
791,20100630,1,1,10,904000000.0
792,20100331,1,1,10,790000000.0
793,20091231,1,1,10,774938000.0
794,20090930,1,1,10,823248000.0
795,20090630,1,1,10,856386000.0
796,20090331,1,1,10,910344000.0
797,20081231,1,1,10,996690000.0
798,20080930,1,1,10,1047717000.0
799,20080630,1,1,10,1138991000.0
800,20080331,1,1,10,1203972000.0
801,20071231,1,1,10,446596000.0
802,20070930,1,1,10,485252000.0
803,20070630,1,1,10,339579000.0
804,20070331,1,1,10,326526000.0
805,20061231,1,1,10,346841000.0
806,20060930,1,1,10,177406000.0
807,20060630,1,1,10,146601000.0
808,20060331,1,1,10,160573000.0
809,20051231,1,1,10,277683000.0
810,20050930,1,1,10,228603000.0
811,20250930,1,1,11,33269000000.0
812,20250630,1,1,11,32335000000.0
813,20250331,1,1,11,32173000000.0
814,20241231,1,1,11,31885000000.0
815,20240930,1,1,11,31935000000.0
816,20240630,1,1,11,29185000000.0
817,20240331,1,1,11,29183000000.0
818,20231231,1,1,11,29198000000.0
819,20230930,1,1,11,29146000000.0
820,20230630,1,1,11,29210000000.0
821,20230331,1,1,11,28994000000.0
822,20221231,1,1,11,28960000000.0
823,20220930,1,1,11,28834000000.0
824,20220630,1,1,11,23949000000.0
825,20220331,1,1,11,23010000000.0
826,20211231,1,1,11,22956000000.0
827,20210930,1,1,11,22623000000.0
828,20210630,1,1,11,22406000000.0
829,20210331,1,1,11,22341000000.0
830,20201231,1,1,11,21175000000.0
831,20200930,1,1,11,20870000000.0
832,20200630,1,1,11,20824000000.0
833,20200331,1,1,11,20734000000.0
834,20191231,1,1,11,20624000000.0
835,20190930,1,1,11,18069000000.0
836,20190630,1,1,11,18000000000.0
837,20190331,1,1,11,17943000000.0
838,20181231,1,1,11,17888000000.0
839,20180930,1,1,11,17895000000.0
840,20180630,1,1,11,17895000000.0
841,20180331,1,1,11,17862000000.0
842,20171231,1,1,11,16747000000.0
843,20170930,1,1,11,16731000000.0
844,20170630,1,1,11,16604000000.0
845,20170331,1,1,11,16547000000.0
846,20161231,1,1,11,16468000000.0
847,20160930,1,1,11,16028000000.0
848,20160630,1,1,11,15841000000.0
849,20160331,1,1,11,15866000000.0
850,20151231,1,1,11,15869000000.0
851,20150930,1,1,11,15675000000.0
852,20150630,1,1,11,15610000000.0
853,20150331,1,1,11,15573000000.0
854,20141231,1,1,11,15599000000.0
855,20140930,1,1,11,15461000000.0
856,20140630,1,1,11,14586000000.0
857,20140331,1,1,11,14177000000.0
858,20131231,1,1,11,11492000000.0
859,20130930,1,1,11,11426000000.0
860,20130630,1,1,11,11396000000.0
861,20130331,1,1,11,10595000000.0
862,20121231,1,1,11,10537000000.0
863,20120930,1,1,11,10485000000.0
864,20120630,1,1,11,10120000000.0
865,20120331,1,1,11,7325000000.0
866,20111231,1,1,11,7346000000.0
867,20110930,1,1,11,6989000000.0
868,20110630,1,1,11,6677000000.0
869,20110331,1,1,11,6308000000.0
870,20101231,1,1,11,6256000000.0
871,20100930,1,1,11,6099000000.0
872,20100630,1,1,11,5788000000.0
873,20100331,1,1,11,5122000000.0
874,20091231,1,1,11,4902565000.0
875,20090930,1,1,11,4849217000.0
876,20090630,1,1,11,4836913000.0
877,20090331,1,1,11,4830315000.0
878,20081231,1,1,11,4839854000.0
879,20080930,1,1,11,4821646000.0
880,20080630,1,1,11,4853805000.0
881,20080331,1,1,11,4791399000.0
882,20071231,1,1,11,2299368000.0
883,20070930,1,1,11,2277397000.0
884,20070630,1,1,11,1723124000.0
885,20070331,1,1,11,1620566000.0
886,20061231,1,1,11,1545119000.0
887,20060930,1,1,11,337145000.0
888,20060630,1,1,11,318597000.0
889,20060331,1,1,11,318806000.0
890,20051231,1,1,11,195000000.0
891,20050930,1,1,11,171000000.0
892,20250930,1,1,12,63800000000.0
893,20250630,1,1,12,52574000000.0
894,20250331,1,1,12,51029000000.0
895,20241231,1,1,12,37982000000.0
896,20240930,1,1,12,36177000000.0
897,20240630,1,1,12,34172000000.0
898,20240331,1,1,12,33994000000.0
899,20231231,1,1,12,31008000000.0
900,20230930,1,1,12,30907000000.0
901,20230630,1,1,12,31224000000.0
902,20230331,1,1,12,31213000000.0
903,20221231,1,1,12,30492000000.0
904,20220930,1,1,12,30419000000.0
905,20220630,1,1,12,30665000000.0
906,20220331,1,1,12,30544000000.0
907,20211231,1,1,12,29549000000.0
908,20210930,1,1,12,26101000000.0
909,20210630,1,1,12,25532000000.0
910,20210331,1,1,12,25294000000.0
911,20201231,1,1,12,20703000000.0
912,20200930,1,1,12,14656000000.0
913,20200630,1,1,12,12961000000.0
914,20200331,1,1,12,12367000000.0
915,20191231,1,1,12,13078000000.0
916,20190930,1,1,12,12488000000.0
917,20190630,1,1,12,12112000000.0
918,20190331,1,1,12,14474000000.0
919,20181231,1,1,12,13859000000.0
920,20180930,1,1,12,12673000000.0
921,20180630,1,1,12,11487000000.0
922,20180331,1,1,12,10976000000.0
923,20171231,1,1,12,7813000000.0
924,20170930,1,1,12,7269000000.0
925,20170630,1,1,12,6642000000.0
926,20170331,1,1,12,6131000000.0
927,20161231,1,1,12,5878000000.0
928,20160930,1,1,12,5705000000.0
929,20160630,1,1,12,5820000000.0
930,20160331,1,1,12,5577000000.0
931,20151231,1,1,12,5183000000.0
932,20150930,1,1,12,4813000000.0
933,20150630,1,1,12,14565000000.0
934,20150331,1,1,12,14565000000.0
935,20141231,1,1,12,3079000000.0
936,20140930,1,1,12,14565000000.0
937,20140630,1,1,12,14565000000.0
938,20140331,1,1,12,14565000000.0
939,20131231,1,1,12,14565000000.0
940,20130930,1,1,12,14565000000.0
941,20130630,1,1,12,14565000000.0
942,20130331,1,1,12,14565000000.0
943,20121231,1,1,12,14565000000.0
944,20120930,1,1,12,14565000000.0
945,20120630,1,1,12,14565000000.0
946,20120331,1,1,12,14565000000.0
947,20111231,1,1,12,14565000000.0
948,20110930,1,1,12,14565000000.0
949,20110630,1,1,12,14565000000.0
950,20110331,1,1,12,14565000000.0
951,20101231,1,1,12,14565000000.0
952,20100930,1,1,12,14565000000.0
953,20100630,1,1,12,14565000000.0
954,20100331,1,1,12,14565000000.0
955,20091231,1,1,12,14565000000.0
956,20090930,1,1,12,14565000000.0
957,20090630,1,1,12,14565000000.0
958,20090331,1,1,12,14565000000.0
959,20081231,1,1,12,14565000000.0
960,20080930,1,1,12,14565000000.0
961,20080630,1,1,12,14565000000.0
962,20080331,1,1,12,14565000000.0
963,20071231,1,1,12,14565000000.0
964,20070930,1,1,12,14565000000.0
965,20070630,1,1,12,14565000000.0
966,20070331,1,1,12,14565000000.0
967,20061231,1,1,12,14565000000.0
968,20060930,1,1,12,14565000000.0
969,20060630,1,1,12,14565000000.0
970,20060331,1,1,12,14565000000.0
971,20051231,1,1,12,14565000000.0
972,20050930,1,1,12,14565000000.0
973,20250930,1,1,13,75406000000.0
974,20250630,1,1,13,74112000000.0
975,20250331,1,1,13,72064000000.0
976,20241231,1,1,13,72191000000.0
977,20240930,1,1,13,73271000000.0
978,20240630,1,1,13,73500000000.0
979,20240331,1,1,13,83597000000.0
980,20231231,1,1,13,86868000000.0
981,20230930,1,1,13,89233000000.0
982,20230630,1,1,13,92403000000.0
983,20230331,1,1,13,89178000000.0
984,20221231,1,1,13,91883000000.0
985,20220930,1,1,13,94275000000.0
986,20220630,1,1,13,107061000000.0
987,20220331,1,1,13,113084000000.0
988,20211231,1,1,13,118704000000.0
989,20210930,1,1,13,118284000000.0
990,20210630,1,1,13,112233000000.0
991,20210331,1,1,13,108482000000.0
992,20201231,1,1,13,110229000000.0
993,20200930,1,1,13,112467000000.0
994,20200630,1,1,13,103338000000.0
995,20200331,1,1,13,97585000000.0
996,20191231,1,1,13,101177000000.0
997,20190930,1,1,13,105145000000.0
998,20190630,1,1,13,104469000000.0
999,20190331,1,1,13,94340000000.0
1000,20181231,1,1,13,92439000000.0
1001,20180930,1,1,13,92973000000.0
1002,20180630,1,1,13,88106000000.0
1003,20180331,1,1,13,90227000000.0
1004,20171231,1,1,13,91156000000.0
1005,20170930,1,1,13,89562000000.0
1006,20170630,1,1,13,79002000000.0
1007,20170331,1,1,13,74307000000.0
1008,20161231,1,1,13,73415000000.0
1009,20160930,1,1,13,73650000000.0
1010,20160630,1,1,13,64833000000.0
1011,20160331,1,1,13,60153000000.0
1012,20151231,1,1,13,56517000000.0
1013,20150930,1,1,13,54699000000.0
1014,20150630,1,1,13,51327000000.0
1015,20150331,1,1,13,48460000000.0
1016,20141231,1,1,13,46048000000.0
1017,20140930,1,1,13,46552000000.0
1018,20140630,1,1,13,41584000000.0
1019,20140331,1,1,13,42740000000.0
1020,20131231,1,1,13,39819000000.0
1021,20130930,1,1,13,41281000000.0
1022,20130630,1,1,13,38268000000.0
1023,20130331,1,1,13,34723000000.0
1024,20121231,1,1,13,33310000000.0
1025,20120930,1,1,13,29464000000.0
1026,20120630,1,1,13,27685000000.0
1027,20120331,1,1,13,26208000000.0
1028,20111231,1,1,13,34643000000.0
1029,20110930,1,1,13,31930000000.0
1030,20110630,1,1,13,28798000000.0
1031,20110331,1,1,13,24260000000.0
1032,20101231,1,1,13,21345000000.0
1033,20100930,1,1,13,22123000000.0
1034,20100630,1,1,13,19346000000.0
1035,20100331,1,1,13,17322000000.0
1036,20091231,1,1,13,14287187000.0
1037,20090930,1,1,13,9907276000.0
1038,20090630,1,1,13,7432655000.0
1039,20090331,1,1,13,7358642000.0
1040,20081231,1,1,13,7189099000.0
1041,20080930,1,1,13,6042140000.0
1042,20080630,1,1,13,5370133000.0
1043,20080331,1,1,13,5614759000.0
1044,20071231,1,1,13,8137020000.0
1045,20070930,1,1,13,7980941000.0
1046,20070630,1,1,13,8009883000.0
1047,20070331,1,1,13,7854579000.0
1048,20061231,1,1,13,7699243000.0
1049,20060930,1,1,13,7390374000.0
1050,20060630,1,1,13,5805710000.0
1051,20060331,1,1,13,5493849000.0
1052,20051231,1,1,13,4157073000.0
1053,20050930,1,1,13,2111578000.0
1054,20250930,1,1,14,18303000000.0
1055,20250630,1,1,14,16020000000.0
1056,20250331,1,1,14,15724000000.0
1057,20241231,1,1,14,15714000000.0
1058,20240930,1,1,14,15207000000.0
1059,20240630,1,1,14,14183000000.0
1060,20240331,1,1,14,12829000000.0
1061,20231231,1,1,14,12650000000.0
1062,20230930,1,1,14,12398000000.0
1063,20230630,1,1,14,9421000000.0
1064,20230331,1,1,14,8532000000.0
1065,20221231,1,1,14,8105000000.0
1066,20220930,1,1,14,10518000000.0
1067,20220630,1,1,14,8321000000.0
1068,20220331,1,1,14,6892000000.0
1069,20211231,1,1,14,8020000000.0
1070,20210930,1,1,14,6029000000.0
1071,20210630,1,1,14,6076000000.0
1072,20210331,1,1,14,7646000000.0
1073,20201231,1,1,14,5490000000.0
1074,20200930,1,1,14,5425000000.0
1075,20200630,1,1,14,5579000000.0
1076,20200331,1,1,14,5165000000.0
1077,20191231,1,1,14,4412000000.0
1078,20190930,1,1,14,4699000000.0
1079,20190630,1,1,14,4100000000.0
1080,20190331,1,1,14,4406000000.0
1081,20181231,1,1,14,4236000000.0
1082,20180930,1,1,14,4007000000.0
1083,20180630,1,1,14,3961000000.0
1084,20180331,1,1,14,3426000000.0
1085,20171231,1,1,14,2983000000.0
1086,20170930,1,1,14,2860000000.0
1087,20170630,1,1,14,2398000000.0
1088,20170331,1,1,14,3106000000.0
1089,20161231,1,1,14,4575000000.0
1090,20160930,1,1,14,2536000000.0
1091,20160630,1,1,14,4092000000.0
1092,20160331,1,1,14,4873000000.0
1093,20151231,1,1,14,5001000000.0
1094,20150930,1,1,14,2688000000.0
1095,20150630,1,1,14,3049000000.0
1096,20150331,1,1,14,3720000000.0
1097,20141231,1,1,14,3852000000.0
1098,20140930,1,1,14,9759000000.0
1099,20140630,1,1,14,9758000000.0
1100,20140331,1,1,14,9280000000.0
1101,20131231,1,1,14,6131000000.0
1102,20130930,1,1,14,5292000000.0
1103,20130630,1,1,14,5976000000.0
1104,20130331,1,1,14,4929000000.0
1105,20121231,1,1,14,4205000000.0
1106,20120930,1,1,14,2670000000.0
1107,20120630,1,1,14,2760000000.0
1108,20120331,1,1,14,1779000000.0
1109,20111231,1,1,14,1745000000.0
1110,20110930,1,1,14,1406000000.0
1111,20110630,1,1,14,1328000000.0
1112,20110331,1,1,14,1497000000.0
1113,20101231,1,1,14,1326000000.0
1114,20100930,1,1,14,1210000000.0
1115,20100630,1,1,14,1419000000.0
1116,20100331,1,1,14,1135000000.0
1117,20091231,1,1,14,836777000.0
1118,20090930,1,1,14,816103000.0
1119,20090630,1,1,14,1067116000.0
1120,20090331,1,1,14,1317861000.0
1121,20081231,1,1,14,1404114000.0
1122,20080930,1,1,14,897349000.0
1123,20080630,1,1,14,846865000.0
1124,20080331,1,1,14,697792000.0
1125,20071231,1,1,14,762751000.0
1126,20070930,1,1,14,670593000.0
1127,20070630,1,1,14,627240000.0
1128,20070331,1,1,14,616506000.0
1129,20061231,1,1,14,473593000.0
1130,20060930,1,1,14,346941000.0
1131,20060630,1,1,14,351387000.0
1132,20060331,1,1,14,282551000.0
1133,20051231,1,1,14,278848000.0
1134,20050930,1,1,14,210723000.0
1135,20250930,1,1,15,149602000000.0
1136,20250630,1,1,15,139137000000.0
1137,20250331,1,1,15,130107000000.0
1138,20241231,1,1,15,125172000000.0
1139,20240930,1,1,15,116147000000.0
1140,20240630,1,1,15,114017000000.0
1141,20240331,1,1,15,114506000000.0
1142,20231231,1,1,15,119013000000.0
1143,20230930,1,1,15,123509000000.0
1144,20230630,1,1,15,115903000000.0
1145,20230331,1,1,15,108597000000.0
1146,20221231,1,1,15,109120000000.0
1147,20220930,1,1,15,104629000000.0
1148,20220630,1,1,15,99766000000.0
1149,20220331,1,1,15,103092000000.0
1150,20211231,1,1,15,107633000000.0
1151,20210930,1,1,15,102836000000.0
1152,20210630,1,1,15,97822000000.0
1153,20210331,1,1,15,97082000000.0
1154,20201231,1,1,15,97072000000.0
1155,20200930,1,1,15,86323000000.0
1156,20200630,1,1,15,71170000000.0
1157,20200331,1,1,15,69744000000.0
1158,20191231,1,1,15,74467000000.0
1159,20190930,1,1,15,68075000000.0
1160,20190630,1,1,15,64909000000.0
1161,20190331,1,1,15,61877000000.0
1162,20181231,1,1,15,55164000000.0
1163,20180930,1,1,15,51698000000.0
1164,20180630,1,1,15,49610000000.0
1165,20180331,1,1,15,46110000000.0
1166,20171231,1,1,15,44793000000.0
1167,20170930,1,1,15,32436000000.0
1168,20170630,1,1,15,30335000000.0
1169,20170331,1,1,15,27807000000.0
1170,20161231,1,1,15,28461000000.0
1171,20160930,1,1,15,25845000000.0
1172,20160630,1,1,15,26413000000.0
1173,20160331,1,1,15,26178000000.0
1174,20151231,1,1,15,27130000000.0
1175,20150930,1,1,15,28040000000.0
1176,20150630,1,1,15,27024000000.0
1177,20150331,1,1,15,24952000000.0
1178,20141231,1,1,15,26633000000.0
1179,20140930,1,1,15,26966000000.0
1180,20140630,1,1,15,25859000000.0
1181,20140331,1,1,15,24815000000.0
1182,20131231,1,1,15,23611000000.0
1183,20130930,1,1,15,22079000000.0
1184,20130630,1,1,15,22330000000.0
1185,20130331,1,1,15,21219000000.0
1186,20121231,1,1,15,22083000000.0
1187,20120930,1,1,15,21702000000.0
1188,20120630,1,1,15,21330000000.0
1189,20120331,1,1,15,15432000000.0
1190,20111231,1,1,15,14429000000.0
1191,20110930,1,1,15,14258000000.0
1192,20110630,1,1,15,12870000000.0
1193,20110331,1,1,15,11109000000.0
1194,20101231,1,1,15,11610000000.0
1195,20100930,1,1,15,10052000000.0
1196,20100630,1,1,15,7432000000.0
1197,20100331,1,1,15,4588000000.0
1198,20091231,1,1,15,4492554000.0
1199,20090930,1,1,15,3981092000.0
1200,20090630,1,1,15,3563904000.0
1201,20090331,1,1,15,3664934000.0
1202,20081231,1,1,15,3528713000.0
1203,20080930,1,1,15,3332112000.0
1204,20080630,1,1,15,3266771000.0
1205,20080331,1,1,15,3267447000.0
1206,20071231,1,1,15,2646127000.0
1207,20070930,1,1,15,2303879000.0
1208,20070630,1,1,15,1764277000.0
1209,20070331,1,1,15,1638228000.0
1210,20061231,1,1,15,1433511000.0
1211,20060930,1,1,15,1296145000.0
1212,20060630,1,1,15,1038998000.0
1213,20060331,1,1,15,1051602000.0
1214,20051231,1,1,15,852856000.0
1215,20050930,1,1,15,657933000.0
1216,20250930,1,1,16,99550000000.0
1217,20250630,1,1,16,87310000000.0
1218,20250331,1,1,16,91654000000.0
1219,20241231,1,1,16,89122000000.0
1220,20240930,1,1,16,80803000000.0
1221,20240630,1,1,16,77913000000.0
1222,20240331,1,1,16,76997000000.0
1223,20231231,1,1,16,81814000000.0
1224,20230930,1,1,16,86295000000.0
1225,20230630,1,1,16,77709000000.0
1226,20230331,1,1,16,68854000000.0
1227,20221231,1,1,16,69300000000.0
1228,20220930,1,1,16,65979000000.0
1229,20220630,1,1,16,61354000000.0
1230,20220331,1,1,16,61948000000.0
1231,20211231,1,1,16,64254000000.0
1232,20210930,1,1,16,61782000000.0
1233,20210630,1,1,16,55741000000.0
1234,20210331,1,1,16,55453000000.0
1235,20201231,1,1,16,56834000000.0
1236,20200930,1,1,16,48200000000.0
1237,20200630,1,1,16,43658000000.0
1238,20200331,1,1,16,40189000000.0
1239,20191231,1,1,16,45221000000.0
1240,20190930,1,1,16,39224000000.0
1241,20190630,1,1,16,37000000000.0
1242,20190331,1,1,16,34910000000.0
1243,20181231,1,1,16,34620000000.0
1244,20180930,1,1,16,31301000000.0
1245,20180630,1,1,16,29903000000.0
1246,20180331,1,1,16,25394000000.0
1247,20171231,1,1,16,24183000000.0
1248,20170930,1,1,16,20693000000.0
1249,20170630,1,1,16,18685000000.0
1250,20170331,1,1,16,15256000000.0
1251,20161231,1,1,16,16756000000.0
1252,20160930,1,1,16,14323000000.0
1253,20160630,1,1,16,17341000000.0
1254,20160331,1,1,16,17684000000.0
1255,20151231,1,1,16,19310000000.0
1256,20150930,1,1,16,18457000000.0
1257,20150630,1,1,16,17362000000.0
1258,20150331,1,1,16,14336000000.0
1259,20141231,1,1,16,16805000000.0
1260,20140930,1,1,16,17920000000.0
1261,20140630,1,1,16,17097000000.0
1262,20140331,1,1,16,16270000000.0
1263,20131231,1,1,16,15908000000.0
1264,20130930,1,1,16,14475000000.0
1265,20130630,1,1,16,15329000000.0
1266,20130331,1,1,16,13252000000.0
1267,20121231,1,1,16,14337000000.0
1268,20120930,1,1,16,14434000000.0
1269,20120630,1,1,16,14028000000.0
1270,20120331,1,1,16,9742000000.0
1271,20111231,1,1,16,8913000000.0
1272,20110930,1,1,16,8888000000.0
1273,20110630,1,1,16,7798000000.0
1274,20110331,1,1,16,9332000000.0
1275,20101231,1,1,16,9996000000.0
1276,20100930,1,1,16,8530000000.0
1277,20100630,1,1,16,5747000000.0
1278,20100331,1,1,16,2922000000.0
1279,20091231,1,1,16,2747467000.0
1280,20090930,1,1,16,2321774000.0
1281,20090630,1,1,16,2000962000.0
1282,20090331,1,1,16,2183854000.0
1283,20081231,1,1,16,2302090000.0
1284,20080930,1,1,16,2224277000.0
1285,20080630,1,1,16,2345515000.0
1286,20080331,1,1,16,2460475000.0
1287,20071231,1,1,16,2035602000.0
1288,20070930,1,1,16,1782667000.0
1289,20070630,1,1,16,1319195000.0
1290,20070331,1,1,16,1254353000.0
1291,20061231,1,1,16,1304587000.0
1292,20060930,1,1,16,1216047000.0
1293,20060630,1,1,16,977430000.0
1294,20060331,1,1,16,980024000.0
1295,20051231,1,1,16,745384000.0
1296,20050930,1,1,16,559848000.0
1297,20250930,1,1,17,10546000000.0
1298,20250630,1,1,17,8347000000.0
1299,20250331,1,1,17,8497000000.0
1300,20241231,1,1,17,7987000000.0
1301,20240930,1,1,17,7049000000.0
1302,20240630,1,1,17,6092000000.0
1303,20240331,1,1,17,6198000000.0
1304,20231231,1,1,17,7493000000.0
1305,20230930,1,1,17,5803000000.0
1306,20230630,1,1,17,5313000000.0
1307,20230331,1,1,17,4184000000.0
1308,20221231,1,1,17,5128000000.0
1309,20220930,1,1,17,6303000000.0
1310,20220630,1,1,17,4409000000.0
1311,20220331,1,1,17,3436000000.0
1312,20211231,1,1,17,6037000000.0
1313,20210930,1,1,17,4616000000.0
1314,20210630,1,1,17,4708000000.0
1315,20210331,1,1,17,4801000000.0
1316,20201231,1,1,17,5589000000.0
1317,20200930,1,1,17,4391000000.0
1318,20200630,1,1,17,4064000000.0
1319,20200331,1,1,17,4099000000.0
1320,20191231,1,1,17,5561000000.0
1321,20190930,1,1,17,4142000000.0
1322,20190630,1,1,17,3925000000.0
1323,20190331,1,1,17,3710000000.0
1324,20181231,1,1,17,4378000000.0
1325,20180930,1,1,17,3789000000.0
1326,20180630,1,1,17,3369000000.0
1327,20180331,1,1,17,3526000000.0
1328,20171231,1,1,17,3137000000.0
1329,20170930,1,1,17,2674000000.0
1330,20170630,1,1,17,2488000000.0
1331,20170331,1,1,17,2306000000.0
1332,20161231,1,1,17,2041000000.0
1333,20160930,1,1,17,2175000000.0
1334,20160630,1,1,17,1716000000.0
1335,20160331,1,1,17,1667000000.0
1336,20151231,1,1,17,1931000000.0
1337,20150930,1,1,17,1549000000.0
1338,20150630,1,1,17,1315000000.0
1339,20150331,1,1,17,1688000000.0
1340,20141231,1,1,17,1715000000.0
1341,20140930,1,1,17,1368000000.0
1342,20140630,1,1,17,1345000000.0
1343,20140331,1,1,17,1623000000.0
1344,20131231,1,1,17,2453000000.0
1345,20130930,1,1,17,2124000000.0
1346,20130630,1,1,17,1758000000.0
1347,20130331,1,1,17,2094000000.0
1348,20121231,1,1,17,2012000000.0
1349,20120930,1,1,17,2233000000.0
1350,20120630,1,1,17,2419000000.0
1351,20120331,1,1,17,760000000.0
1352,20111231,1,1,17,588000000.0
1353,20110930,1,1,17,563000000.0
1354,20110630,1,1,17,567000000.0
1355,20110331,1,1,17,516000000.0
1356,20101231,1,1,17,483000000.0
1357,20100930,1,1,17,528000000.0
1358,20100630,1,1,17,397000000.0
1359,20100331,1,1,17,329000000.0
1360,20091231,1,1,17,216000000.0
1361,20090930,1,1,17,192743000.0
1362,20090630,1,1,17,221914000.0
1363,20090331,1,1,17,196220000.0
1364,20081231,1,1,17,178004000.0
1365,20080930,1,1,17,240706000.0
1366,20080630,1,1,17,439281000.0
1367,20080331,1,1,17,358122000.0
1368,20071231,1,1,17,282106000.0
1369,20070930,1,1,17,231883000.0
1370,20070630,1,1,17,136483000.0
1371,20070331,1,1,17,181828000.0
1372,20061231,1,1,17,211169000.0
1373,20060930,1,1,17,207348000.0
1374,20060630,1,1,17,179441000.0
1375,20060331,1,1,17,145911000.0
1376,20051231,1,1,17,115575000.0
1377,20050930,1,1,17,87346000.0
1378,20250930,1,1,18,2219000000.0
1379,20250630,1,1,18,4107000000.0
1380,20250331,1,1,18,1000000000.0
1381,20241231,1,1,18,2887000000.0
1382,20240930,1,1,18,2971000000.0
1383,20240630,1,1,18,2855000000.0
1384,20240331,1,1,18,2874000000.0
1385,20231231,1,1,18,2791000000.0
1386,20230930,1,1,18,2715000000.0
1387,20230630,1,1,18,2663000000.0
1388,20230331,1,1,18,2625000000.0
1389,20221231,1,1,18,2477000000.0
1390,20220930,1,1,18,2285000000.0
1391,20220630,1,1,18,2297000000.0
1392,20220331,1,1,18,2267000000.0
1393,20211231,1,1,18,2189000000.0
1394,20210930,1,1,18,2101000000.0
1395,20210630,1,1,18,2037000000.0
1396,20210331,1,1,18,1888000000.0
1397,20201231,1,1,18,1694000000.0
1398,20200930,1,1,18,1535000000.0
1399,20200630,1,1,18,1416000000.0
1400,20200331,1,1,18,1312000000.0
1401,20191231,1,1,18,1199000000.0
1402,20190930,1,1,18,24212000000.0
1403,20190630,1,1,18,21837000000.0
1404,20190331,1,1,18,20145000000.0
1405,20181231,1,1,18,20704000000.0
1406,20180930,1,1,18,17767000000.0
1407,20180630,1,1,18,16906000000.0
1408,20180331,1,1,18,1329000000.0
1409,20171231,1,1,18,16740000000.0
1410,20170930,1,1,18,13906000000.0
1411,20170630,1,1,18,12216000000.0
1412,20170331,1,1,18,803000000.0
1413,20161231,1,1,18,554000000.0
1414,20160930,1,1,18,171000000.0
1415,20160630,1,1,18,2219000000.0
1416,20160331,1,1,18,3221000000.0
1417,20151231,1,1,18,3225000000.0
1418,20150930,1,1,18,3237000000.0
1419,20150630,1,1,18,3008000000.0
1420,20150331,1,1,18,2009000000.0
1421,20141231,1,1,18,2010000000.0
1422,20140930,1,1,18,2009000000.0
1423,20140630,1,1,18,2009000000.0
1424,20140331,1,1,18,3009000000.0
1425,20131231,1,1,18,3009000000.0
1426,20130930,1,1,18,3009000000.0
1427,20130630,1,1,18,3000000000.0
1428,20130331,1,1,18,2150000000.0
1429,20121231,1,1,18,2500000000.0
1430,20120930,1,1,18,3218000000.0
1431,20120630,1,1,18,3218000000.0
1432,20120331,1,1,18,2468000000.0
1433,20111231,1,1,18,1218000000.0
1434,20110930,1,1,18,1218000000.0
1435,20110630,1,1,18,1217000000.0
1436,20110331,1,1,18,3216000000.0
1437,20101231,1,1,18,3465000000.0
1438,20100930,1,1,18,2100000000.0
1439,20100630,1,1,18,2219000000.0
1440,20100331,1,1,18,450000000.0
1441,20091231,1,1,18,2219000000.0
1442,20090930,1,1,18,2219000000.0
1443,20090630,1,1,18,2219000000.0
1444,20090331,1,1,18,317799000.0
1445,20081231,1,1,18,1824453000.0
1446,20080930,1,1,18,99959000.0
1447,20080630,1,1,18,143113000.0
