Date,Open,High,Low,Close,Volume,Symbol
2016-06-01,36.47687967399784,36.60996778458501,36.284694334813345,36.4580078125,25072000,GOOG
2016-06-02,36.3760716301323,36.401895886402365,35.9624023560223,36.271785736083984,26836000,GOOG
2016-06-03,36.21566630320272,36.22658932589706,35.783125213061595,35.87152099609375,24526000,GOOG
2016-06-06,35.999150272449384,35.999150272449384,35.48765115931807,35.58399200439453,31306000,GOOG
2016-06-07,35.747370960769395,35.853642159760845,35.58398784856902,35.58895492553711,26724000,GOOG
2016-06-08,35.95197240239952,36.18090501968687,35.784118540628015,36.16650390625,31674000,GOOG
2016-06-09,35.89783742440548,36.22907056646255,35.87131604042607,36.181396484375,19778000,GOOG
2016-06-10,35.72899497117201,36.04781235283847,35.57802765893783,35.726016998291016,24328000,GOOG
2016-06-13,35.58200381238799,36.02546794570818,35.58200381238799,35.67387390136719,25178000,GOOG
2016-06-14,35.580510969852455,35.87797482848984,35.413649779228734,35.669403076171875,26122000,GOOG
2016-06-15,35.70565746385733,35.90330242444706,35.621732426054486,35.701683044433594,24290000,GOOG
2016-06-16,35.50254309965883,35.58895356501381,34.92400179000655,35.27659225463867,39650000,GOOG
2016-06-17,35.19167628154464,35.200121450019694,34.188641083286434,34.350929260253906,68048000,GOOG
2016-06-20,34.70103159595297,34.88527189207179,34.434855364902305,34.44975280761719,41650000,GOOG
2016-06-21,34.68265476820298,34.89967170345711,34.36532636840184,34.56049346923828,29312000,GOOG
2016-06-22,34.715429166659796,34.80481760259557,34.41856014204454,34.6359748840332,23686000,GOOG
2016-06-23,34.63548185675295,34.85895107350913,34.116530276808035,34.854976654052734,43428000,GOOG
2016-06-24,33.529050669386734,34.23571683448406,33.44363664578579,33.53153610229492,88980000,GOOG
2016-06-27,33.321963870240374,33.386524497759666,32.938786695113386,33.18589401245117,52580000,GOOG
2016-06-28,33.71776320331512,33.78529802580185,33.421291962945624,33.770896911621094,43476000,GOOG
2016-06-29,33.91789583014786,34.137837722853774,33.83893407262631,33.973018646240234,38652000,GOOG
2016-06-30,34.04054510922287,34.380719748497704,33.95016402084618,34.36979293823242,31954000,GOOG
2016-07-01,34.37476158707696,34.79439052365911,34.37128349682648,34.722877502441406,26894000,GOOG
2016-07-05,34.566452458940674,34.61015212683431,34.20989135737403,34.511329650878906,29252000,GOOG
2016-07-06,34.264522450748,34.84554549328299,34.22032265932284,34.65137481689453,28238000,GOOG
2016-07-07,34.6667621060427,34.67272184021967,34.17686665241836,34.53168869018555,26084000,GOOG
2016-07-08,34.73728598202947,35.04567671631136,34.585079719211805,35.04170608520508,31504000,GOOG
2016-07-11,35.16187733605689,35.58200263378035,35.121651968918,35.5114860534668,22236000,GOOG
2016-07-12,35.71161808483892,35.90131800005854,35.55220938418681,35.78710174560547,26738000,GOOG
2016-07-13,35.93508707630225,35.95395893856608,35.59888680128866,35.605342864990234,18718000,GOOG
2016-07-14,35.8337817380755,35.865069401151516,35.65749026763143,35.80249786376953,19004000,GOOG
2016-07-15,36.039868061029,36.04036438985294,35.70838860449242,35.747867584228516,25586000,GOOG
2016-07-18,35.88989709633633,36.556334098169636,35.81441343883297,36.439632415771484,25910000,GOOG
2016-07-19,36.24645175939142,36.59903842483518,36.202255764802906,36.59754943847656,24550000,GOOG
2016-07-20,36.61592817370984,36.85429483010376,36.60450503308887,36.8076171875,25794000,GOOG
2016-07-21,36.76639891267857,36.832444745499224,36.54148617898577,36.680484771728516,20526000,GOOG
2016-07-22,36.84088669015528,36.909417956929516,36.57768843494338,36.88459014892578,25196000,GOOG
2016-07-25,36.781790992847355,36.87813182348958,36.624367620455324,36.73709487915039,20648000,GOOG
2016-07-26,36.70084674735464,36.83244587698204,36.46396907177927,36.67005920410156,23734000,GOOG
2016-07-27,36.66310847376177,36.970006417602576,36.599540491467984,36.836421966552734,30250000,GOOG
2016-07-28,37.098126725934996,37.17807733975898,36.71375606095337,37.04201126098633,70604000,GOOG
2016-07-29,38.37290487163022,38.66292003013323,38.07792263616959,38.1782341003418,76830000,GOOG
2016-08-01,37.7958539120206,38.75628052173719,37.7958539120206,38.38134765625,54010000,GOOG
2016-08-02,38.1732712751886,38.52833961218786,38.13155692128572,38.29146194458008,35690000,GOOG
2016-08-03,38.09828383793119,38.3977330355425,38.08040463397948,38.396244049072266,25748000,GOOG
2016-08-04,38.348566662361506,38.4404367407963,38.17848123011575,38.318275451660156,22806000,GOOG
2016-08-05,38.42604022607503,38.88589457958735,38.354530985402135,38.84517288208008,36024000,GOOG
2016-08-08,38.83424615581213,38.86553381665672,38.64012474735568,38.822330474853516,22158000,GOOG
2016-08-09,38.78955274621309,39.17888671796986,38.76323216328399,38.94647979736328,26378000,GOOG
2016-08-10,38.9211534577973,39.073211946110796,38.87288453017698,38.96733856201172,15728000,GOOG
2016-08-11,38.983225393222206,39.219110394217104,38.88241381406944,38.97577667236328,19502000,GOOG
2016-08-12,38.80942239095804,38.9035278645625,38.75479590257616,38.89483642578125,14810000,GOOG
2016-08-15,38.92115517057123,39.106884464527504,38.74039295407925,38.856101989746094,18764000,GOOG
2016-08-16,38.749826384501525,38.7835956909438,38.40935615171548,38.592899322509766,20560000,GOOG
2016-08-17,38.60183613379572,38.77514960472398,38.413621432516805,38.73045349121094,18484000,GOOG
2016-08-18,38.735425551634556,38.87695884240426,38.58594721025066,38.61077880859375,14388000,GOOG
2016-08-19,38.486631070631084,38.59091697113778,38.39376831235972,38.50748825073242,17230000,GOOG
2016-08-22,38.400711881665835,38.46377973637733,38.240803082197274,38.345088958740234,19028000,GOOG
