date,symbol,open,high,low,close,volume,return,hl_pct,co_pct,close_ma_3,close_ma_5,close_ma_10,close_ma_20,close_ma_50,ma20,ma50,ma20_slope,ma50_slope,ma_cross_dist,rsi,atr_14,bb_width,stoch_k,stoch_d,close_lag_1,return_lag_1,volume_lag_1,close_lag_2,return_lag_2,volume_lag_2,close_lag_3,return_lag_3,volume_lag_3,close_lag_4,return_lag_4,volume_lag_4,close_lag_5,return_lag_5,volume_lag_5,close_lag_10,return_lag_10,volume_lag_10,candle_body_pct,upper_wick_pct,lower_wick_pct,is_doji,is_hammer,is_inverted_hammer,volume_ma5,volume_ma20,volume_rank_20,vol_regime,Next_Return,Next_Direction,Signal_Heuristic
2016-06-01,GOOG,36.47687967399784,36.60996778458501,36.28469433481335,36.4580078125,25072000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,-0.005107851130367269,0,0
2016-06-02,GOOG,36.3760716301323,36.401895886402365,35.9624023560223,36.271785736083984,26836000,-0.005107851130367269,0.008921865710395016,-0.0005173650176907897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058018450356433285,0.40915762009040385,0.5328239295531628,1,1,0,0.0,0.0,0.0,0,-0.011035153959680577,0,0
2016-06-03,GOOG,36.21566630320272,36.22658932589706,35.783125213061595,35.87152099609375,24526000,-0.011035153959680577,0.012116677507356474,-0.0028668816992852898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.271785736083984,-0.005107851130367269,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23728652833213146,0.058759127233865976,0.7039543444340025,0,1,0,0.0,0.0,0.0,0,-0.008015522724295066,0,0
2016-06-06,GOOG,35.999150272449384,35.999150272449384,35.48765115931807,35.58399200439453,31306000,-0.008015522724295066,0.012362567867801185,-0.009502663963924709,36.20043818155924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.87152099609375,-0.011035153959680577,24526000.0,36.271785736083984,-0.005107851130367269,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7760386853144372,0.024631131084095467,0.19933018360146731,0,0,0,0.0,0.0,0.0,0,0.00013947061200902944,1,0
2016-06-07,GOOG,35.747370960769395,35.853642159760845,35.58398784856902,35.58895492553711,26724000,0.00013947061200902944,0.014374416256280236,-0.011532446319228232,35.90909957885742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.58399200439453,-0.008015522724295066,31306000.0,35.87152099609375,-0.011035153959680577,24526000.0,36.271785736083984,-0.005107851130367269,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8116500251844451,0.0,0.1883499748155549,0,0,0,0.0,0.0,0.0,0,0.01622832089116688,1,0
2016-06-08,GOOG,35.95197240239952,36.18090501968687,35.784118540628015,36.16650390625,31674000,0.01622832089116688,0.007576910076624063,-0.004431543662501434,35.68148930867513,35.95485229492188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.58895492553711,0.00013947061200902944,26724000.0,35.58399200439453,-0.008015522724295066,31306000.0,35.87152099609375,-0.011035153959680577,24526000.0,36.271785736083984,-0.005107851130367269,26836000.0,36.4580078125,0.0,25072000.0,0.0,0.0,0.0,0.5874782217725951,0.39410161299387936,0.018420165233525455,0,0,0,26892800.0,0.0,0.0,0,0.00041177820680715627,1,0
2016-06-09,GOOG,35.89783742440548,36.22907056646255,35.87131604042607,36.181396484375,19778000,0.00041177820680715627,0.010971104093649597,0.005967169240376979,35.77981694539388,35.896551513671874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.16650390625,0.01622832089116688,31674000.0,35.58895492553711,0.00013947061200902944,26724000.0,35.58399200439453,-0.008015522724295066,31306000.0,35.87152099609375,-0.011035153959680577,24526000.0,36.271785736083984,-0.005107851130367269,26836000.0,0.0,0.0,0.0,0.5406724149455203,0.036294365349914495,0.4230332197045652,0,0,0,28213200.0,0.0,0.0,0,-0.012586011882671277,0,0
2016-06-10,GOOG,35.72899497117201,36.04781235283847,35.57802765893783,35.726016998291016,24328000,-0.012586011882671277,0.009887803147426247,0.007899056887943316,35.97895177205404,35.87847366333008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.181396484375,0.00041177820680715627,19778000.0,36.16650390625,0.01622832089116688,31674000.0,35.58895492553711,0.00013947061200902944,26724000.0,35.58399200439453,-0.008015522724295066,31306000.0,35.87152099609375,-0.011035153959680577,24526000.0,0.0,0.0,0.0,0.7926078898596662,0.13325920042362263,0.07413290971671119,0,0,0,26801600.0,0.0,0.0,0,-0.0014595272942494741,0,0
2016-06-13,GOOG,35.58200381238799,36.02546794570818,35.58200381238799,35.67387390136719,25178000,-0.0014595272942494741,0.013149652084729038,-8.334891265187035e-05,36.02463912963867,35.84937286376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.726016998291016,-0.012586011882671277,24328000.0,36.181396484375,0.00041177820680715627,19778000.0,36.16650390625,0.01622832089116688,31674000.0,35.58895492553711,0.00013947061200902944,26724000.0,35.58399200439453,-0.008015522724295066,31306000.0,0.0,0.0,0.0,0.006339016404014984,0.6786457409229505,0.31501524267303455,1,0,1,26762000.0,0.0,0.0,0,-0.0001253249144647084,0,0
2016-06-14,GOOG,35.580510969852455,35.87797482848984,35.413649779228734,35.669403076171875,26122000,-0.0001253249144647084,0.012431061861862873,0.0025819256684811655,35.86042912801107,35.867349243164064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.67387390136719,-0.0014595272942494741,25178000.0,35.726016998291016,-0.012586011882671277,24328000.0,36.181396484375,0.00041177820680715627,19778000.0,36.16650390625,0.01622832089116688,31674000.0,35.58895492553711,0.00013947061200902944,26724000.0,0.0,0.0,0.0,0.20716464326296935,0.7928353567370306,0.0,0,0,1,25536400.0,0.0,0.0,0,0.00090497640772913,1,0
